CoCode,Company Names,[Year & Month](All),[Month](All),[Year](All),[High](All),[Low](All),[Close](All),[High PE](All),[Low PE](All),[Close PE](All),[Market Cap](All),[Volume](All),[No of Trades](All),[Net Turnover-Rs Thousands](All)
3219,Pidilite Inds.,199803,3,1998,4.98,4.19,4.74,8.95,7.52,8.5,232.01,42300,375,7751.72
3219,Pidilite Inds.,199804,4,1998,6.19,4.73,5.43,11.28,8.26,9.74,265.79,135600,1047,29683.11
3219,Pidilite Inds.,199805,5,1998,5.8,4.9,5.4,10.7,8.08,9.69,264.38,77100,371,16748.215
3219,Pidilite Inds.,199806,6,1998,5.4,3.9,4.13,9.92,6.87,7.41,202.27,48500,313,8893.77
3219,Pidilite Inds.,199807,7,1998,4.58,4.06,4.25,8.44,7.27,7.62,208.08,18500,164,3187.85
3219,Pidilite Inds.,199808,8,1998,4.43,4.01,4.24,8.13,7.08,7.6,207.47,65300,462,10892.735
3219,Pidilite Inds.,199809,9,1998,6.86,4.08,6.14,12.64,7.22,11.01,300.43,317900,1746,76118
3219,Pidilite Inds.,199810,10,1998,6.22,5.38,5.69,12.02,9.58,10.21,278.58,45900,409,10439.705
3219,Pidilite Inds.,199811,11,1998,6.05,5.38,6,10.94,9.6,10.76,293.76,40900,337,9436.32
3219,Pidilite Inds.,199812,12,1998,7.05,5.89,6.33,13.28,10.16,11.35,309.67,81500,626,20833.545
3219,Pidilite Inds.,199901,1,1999,8.63,6.25,7.38,15.94,11.2,13.24,361.39,123000,1044,36916.055
3219,Pidilite Inds.,199902,2,1999,9.1,7.03,8.25,16.74,12.22,14.8,403.92,145900,1200,48128.245
3219,Pidilite Inds.,199903,3,1999,11.88,8.08,11.25,16.63,10.42,14.85,550.68,242400,1814,98036.745
3219,Pidilite Inds.,199904,4,1999,11.95,9.78,10.84,17.94,12.12,14.31,530.6,119700,924,52434.235
3219,Pidilite Inds.,199905,5,1999,12.38,9.78,11.11,17.66,11.68,14.67,544.07,68100,565,29977.45
3219,Pidilite Inds.,199906,6,1999,12.25,10.38,11.4,17.38,13.17,15.05,558.02,116900,553,54428.815
3219,Pidilite Inds.,199907,7,1999,16.08,11.25,15.08,22.13,14.59,19.92,738.5,199700,1349,108951.44
3219,Pidilite Inds.,199908,8,1999,19.38,14.4,19,26.68,18.12,25.08,930.06,234100,1627,159216.645
3219,Pidilite Inds.,199909,9,1999,19.74,16.93,18.26,27.17,21.55,24.11,893.83,53500,382,39014.82
3219,Pidilite Inds.,199910,10,1999,20.5,16.13,16.63,28.27,20.65,21.95,813.96,50200,352,38122.555
3219,Pidilite Inds.,199911,11,1999,17,15.47,16.5,22.45,20.42,21.79,807.84,15100,123,9787.66
3219,Pidilite Inds.,199912,12,1999,17.78,15.43,16.7,23.52,19.95,22.05,817.63,27500,181,18277.95
3219,Pidilite Inds.,200001,1,2000,22.54,15.75,19.23,32.38,20.47,25.38,941.26,76400,666,60347.9
3219,Pidilite Inds.,200002,2,2000,22.65,18.8,19.31,30.86,24.22,25.5,945.54,96900,558,78406.47
3219,Pidilite Inds.,200003,3,2000,19.63,15.03,16.23,20.06,14.68,16.47,794.8,44000,355,28392.02
3219,Pidilite Inds.,200004,4,2000,16.6,14.14,15.35,17.13,13.35,15.57,751.41,27200,200,16901.245
3219,Pidilite Inds.,200005,5,2000,17.95,13.63,17.81,17.4,9.12,9.32,449.59,25743,309,13292.8369
3219,Pidilite Inds.,200006,6,2000,19.5,16.5,18.62,21.41,8.37,19.47,939.69,104470,1990,37536.7927
3219,Pidilite Inds.,200007,7,2000,20.11,16.75,17.27,21.72,17.27,18.06,871.66,63314,1020,23135.7301
3219,Pidilite Inds.,200008,8,2000,17.45,13.7,14,19.42,13.96,14.64,706.72,40874,873,12359.4933
3219,Pidilite Inds.,200009,9,2000,14.85,12.25,12.71,15.9,12.7,13.29,641.47,42140,1047,11458.5754
3219,Pidilite Inds.,200010,10,2000,13.2,11.5,11.97,14.02,11.92,12.52,604.37,59860,751,14578.5072
3219,Pidilite Inds.,200011,11,2000,12.98,11.25,12.19,14.08,11.15,12.75,615.48,103838,1041,25139.152
3219,Pidilite Inds.,200012,12,2000,14.25,11.18,12.37,15.39,11.09,12.94,624.56,81308,1422,20999.4937
3219,Pidilite Inds.,200101,1,2001,12.95,11.25,12.02,13.93,11.39,12.57,606.52,119766,1075,29132.3256
3219,Pidilite Inds.,200102,2,2001,13.11,11.2,12.23,14.21,11.65,12.79,617.24,142711,1893,33721.6674
3219,Pidilite Inds.,200103,3,2001,13,7.75,9.62,15.28,8.19,10.34,485.37,231290,2459,49300.3935
3219,Pidilite Inds.,200104,4,2001,9.8,7.75,8.09,11.59,8.01,8.7,408.51,78347,1942,13293.3317
3219,Pidilite Inds.,200105,5,2001,9.04,7.9,8.64,9.9,8.36,9.29,436.27,86662,2004,14720.9695
3219,Pidilite Inds.,200106,6,2001,8.7,7.46,7.76,9.51,7.88,8.34,391.72,63181,1129,10037.3429
3219,Pidilite Inds.,200107,7,2001,8.4,7.65,7.95,9.14,8.16,8.55,401.32,48392,478,7695.6353
3219,Pidilite Inds.,200108,8,2001,8.41,7.65,8.18,9.1,8.11,8.79,412.93,100707,443,15709.7739
3219,Pidilite Inds.,200109,9,2001,8.6,7.75,8.13,9.34,8.3,8.74,410.28,85876,520,13754.3301
3219,Pidilite Inds.,200110,10,2001,8.53,7.76,8.09,9.44,8.02,8.7,408.38,33562,460,5438.4245
3219,Pidilite Inds.,200111,11,2001,9.95,7.9,8.93,11.27,8.23,9.6,450.66,25883,646,4532.4067
3219,Pidilite Inds.,200112,12,2001,9.64,7.85,8.55,10.98,7.79,9.19,431.73,22910,528,4008.4205
3219,Pidilite Inds.,200201,1,2002,8.83,8,8.5,9.85,8.17,9.14,429.08,125780,543,21414.0183
3219,Pidilite Inds.,200202,2,2002,10.5,8.25,8.95,12.44,8.56,9.62,451.67,109519,1514,20415.0569
3219,Pidilite Inds.,200203,3,2002,9.98,8.03,8.87,10.55,7.7,8.57,447.63,197377,3049,34543.7283
3219,Pidilite Inds.,200204,4,2002,11.05,8.62,10.4,11.33,8.18,10.05,524.74,241494,4928,49007.3807
3219,Pidilite Inds.,200205,5,2002,11.33,9.15,9.93,11.51,8.76,9.59,501.14,92047,1794,18941.0894
3219,Pidilite Inds.,200206,6,2002,10.58,9.58,10.28,10.51,8.93,9.93,518.81,50389,1076,10285.3443
3219,Pidilite Inds.,200207,7,2002,12.01,10.26,10.72,11.86,9.67,10.36,541.02,125285,2528,28034.4233
3219,Pidilite Inds.,200208,8,2002,11.7,10.53,11.37,11.4,9.86,10.99,574.08,47483,793,10588.3515
3219,Pidilite Inds.,200209,9,2002,11.45,10.75,10.85,11.08,10.17,10.49,547.71,32974,511,7327.6897
3219,Pidilite Inds.,200210,10,2002,11.19,10.06,11.07,11.01,9.58,10.7,558.69,17157,500,3723.8178
3219,Pidilite Inds.,200211,11,2002,11.6,11,11.4,11.41,10.44,11.02,575.6,27700,496,6261.6813
3219,Pidilite Inds.,200212,12,2002,11.85,10.31,11.35,11.8,9.01,10.97,573.07,45757,646,10462.3223
3219,Pidilite Inds.,200301,1,2003,13.25,11.38,12.12,12.98,10.9,11.71,611.69,118979,1933,29570.0979
3219,Pidilite Inds.,200302,2,2003,12.35,11.1,11.26,12.05,10.62,10.88,568.15,101227,562,24168.4218
3219,Pidilite Inds.,200303,3,2003,11.44,10.43,10.97,10.27,8.8,9.31,553.89,32855,563,7144.1407
3219,Pidilite Inds.,200304,4,2003,12.25,10.75,11.07,11.22,8.68,9.4,558.94,17996,379,4066.7585
3219,Pidilite Inds.,200305,5,2003,13,10.97,12.51,11.39,9.16,10.62,631.63,61035,1117,14870.1665
3219,Pidilite Inds.,200306,6,2003,13.62,12.35,13.4,11.75,10.32,11.37,676.43,112782,1291,29055.4896
3219,Pidilite Inds.,200307,7,2003,14.25,13,13.46,12.36,10.91,11.42,679.46,64114,1235,17465.1339
3219,Pidilite Inds.,200308,8,2003,14.99,13.3,14.55,13.97,11.14,12.34,734.23,181700,1738,52074.6578
3219,Pidilite Inds.,200309,9,2003,16.2,14.05,14.89,14.18,11.5,12.64,751.65,112126,1606,33655.878
3219,Pidilite Inds.,200310,10,2003,16.28,13.4,15.01,14.3,11.02,12.73,757.45,98091,1778,29568.7111
3219,Pidilite Inds.,200311,11,2003,15.69,14.3,15.05,13.64,11.84,12.77,759.72,58852,918,17629.8262
3219,Pidilite Inds.,200312,12,2003,20.25,15.01,18.74,17.77,12.42,15.9,945.74,235674,4269,82280.3296
3219,Pidilite Inds.,200401,1,2004,19.57,15.2,15.34,17.11,12.79,13.01,774.11,115325,2061,40989.5305
3219,Pidilite Inds.,200402,2,2004,19,14.31,16.99,17.83,11.87,14.42,857.66,63901,1123,20742.2074
3219,Pidilite Inds.,200403,3,2004,17,14.3,14.83,14.18,11.63,12.18,748.74,95844,1034,30826.8466
3219,Pidilite Inds.,200404,4,2004,15.95,14.75,14.96,13.22,11.58,12.29,755.31,56900,927,17421.6883
3219,Pidilite Inds.,200405,5,2004,16.5,12.6,13.32,14.33,9.77,10.94,672.52,63628,1247,18663.9534
3219,Pidilite Inds.,200406,6,2004,14.5,12.76,13.85,12.96,10.08,11.37,698.9,48457,1063,12741.4469
3219,Pidilite Inds.,200407,7,2004,14.15,13,13.69,11.74,10.11,11.24,690.95,167021,2259,45519.5257
3219,Pidilite Inds.,200408,8,2004,15.4,13.3,14.96,12.84,10.77,12.29,755.31,138807,2711,39686.5596
3219,Pidilite Inds.,200409,9,2004,16.4,14.9,15.97,13.73,12.11,13.12,806.17,162561,2647,50741.1123
3219,Pidilite Inds.,200410,10,2004,16.5,14.53,14.61,14.43,11.87,12,737.51,70597,1669,22052.4427
3219,Pidilite Inds.,200411,11,2004,17.75,14.61,16.78,15.04,11.68,13.78,846.93,197916,3739,65662.7324
3219,Pidilite Inds.,200412,12,2004,19.5,16.5,18.82,16.42,12.96,15.46,950.03,184449,3511,65689.1353
3219,Pidilite Inds.,200501,1,2005,20.7,17.9,20.52,17.16,13.32,16.85,1035.72,135459,2745,53116.8055
3219,Pidilite Inds.,200502,2,2005,21.8,19.5,21.18,18.12,15.52,17.4,1069.29,92179,1803,38083.4001
3219,Pidilite Inds.,200503,3,2005,24,20,20.74,17.9,13.47,14.32,1046.96,93452,2466,41120.5601
3219,Pidilite Inds.,200504,4,2005,22,18.55,20.5,15.72,11.18,14.15,1034.71,147922,1358,62356.0128
3219,Pidilite Inds.,200505,5,2005,24.99,19.28,23.55,18.73,12.27,16.26,1188.8,126226,3343,58088.7572
3219,Pidilite Inds.,200506,6,2005,27.13,22.64,25.53,19.8,14.54,17.63,1288.88,123159,3128,62357.0258
3219,Pidilite Inds.,200507,7,2005,28.5,25.66,26.8,20.71,17.61,18.5,1352.74,145108,3524,77420.1448
3219,Pidilite Inds.,200508,8,2005,34.05,26.28,33.92,23.6,17.98,23.41,1712.03,107462,3157,63679.805
3219,Pidilite Inds.,200509,9,2005,50,32,41.78,26.12,23.59,28.84,2108.8,6368563,64173,657896.1919
3219,Pidilite Inds.,200510,10,2005,42.45,34.55,36.43,30.81,23.5,25.15,1838.73,2520019,25427,191602.3698
3219,Pidilite Inds.,200511,11,2005,40.2,36.13,37.58,28.87,24.75,25.94,1896.79,1973313,19263,149511.1166
3219,Pidilite Inds.,200512,12,2005,43.2,37,40.73,30.62,25.19,28.12,2055.8,2529759,21162,206678.6437
3219,Pidilite Inds.,200601,1,2006,47.5,41.13,43.15,34.54,27.36,29.79,2178.21,1851535,18371,164712.2551
3219,Pidilite Inds.,200602,2,2006,48.5,41.6,46.53,33.97,28.46,32.12,2348.58,1648630,15873,150895.7417
3219,Pidilite Inds.,200603,3,2006,53.73,45.78,51.85,31.94,25.46,29.72,2617.39,1665592,19585,166584.9329
3219,Pidilite Inds.,200604,4,2006,61.45,50,57.85,38.06,24.99,33.16,2920.27,2624310,29902,293511.3159
3219,Pidilite Inds.,200605,5,2006,60.85,42.45,50.6,37.32,19.54,29,2554.29,1361568,16320,151375.2748
3219,Pidilite Inds.,200606,6,2006,52,37,44.7,32.51,20.61,25.62,2256.46,942460,12665,81960.6933
3219,Pidilite Inds.,200607,7,2006,46.75,41.7,46.5,26.94,22.83,26.65,2347.32,1588910,5840,140656.4284
3219,Pidilite Inds.,200608,8,2006,54.4,45.23,48.93,32.92,25.62,28.04,2469.73,524138,8460,52237.1684
3219,Pidilite Inds.,200609,9,2006,51.98,46.6,50.85,30.45,25.81,29.15,2566.91,915365,10675,90361.4531
3219,Pidilite Inds.,200610,10,2006,57.4,50.38,52.78,33.77,28.09,30.25,2664.08,990370,15484,107689.8455
3219,Pidilite Inds.,200611,11,2006,72,50.2,64.4,44.45,27.71,36.91,3250.91,4661931,73756,592700.4677
3219,Pidilite Inds.,200612,12,2006,67.25,54,61.28,41.58,29.82,35.12,3093.16,1805750,30793,223078.4677
3219,Pidilite Inds.,200701,1,2007,66.45,55.33,59.75,39.81,29.01,34.25,3016.18,549157,7169,68014.3987
3219,Pidilite Inds.,200702,2,2007,65.43,55,55.85,40.62,31.05,32.01,2819.31,1672822,11656,201691.8363
3219,Pidilite Inds.,200703,3,2007,61,51,56.55,25.67,19.26,23.04,2854.64,2127226,4659,243536.4441
3219,Pidilite Inds.,200704,4,2007,61.5,55,57.33,25.8,22.11,23.35,2893.77,367437,5867,42929.3346
3219,Pidilite Inds.,200705,5,2007,64.95,47.95,61.63,27.29,16.21,25.1,3110.83,878822,12423,106836.4837
3219,Pidilite Inds.,200706,6,2007,63.5,60,61.13,26.27,23.94,24.9,3085.59,381067,4516,46830.8514
3219,Pidilite Inds.,200707,7,2007,79.78,61,69.75,35.24,24.4,28.41,3520.98,2222017,41633,326514.1317
3219,Pidilite Inds.,200708,8,2007,77.73,64.13,74.55,31.98,23.59,30.37,3763.28,934535,16407,133626.936
3219,Pidilite Inds.,200709,9,2007,82.75,70,80.33,34.73,28.25,32.72,4054.81,866496,11506,131563.9569
3219,Pidilite Inds.,200710,10,2007,106.4,71,103.43,44.59,26.18,42.13,5220.89,1279472,22027,228210.6209
3219,Pidilite Inds.,200711,11,2007,112,90.6,98.5,50.59,34.51,40.12,4972.28,1431722,12276,286976.3623
3219,Pidilite Inds.,200712,12,2007,112.5,92.5,97.3,54.4,37.14,39.64,4911.7,1003476,12326,195575.5006
3219,Pidilite Inds.,200801,1,2008,101,66,88.98,45.98,23.8,36.24,4491.46,819864,11546,150845.6358
3219,Pidilite Inds.,200802,2,2008,104,76.15,80.03,51.82,27.6,32.6,4039.66,1381175,9562,225399.2712
3219,Pidilite Inds.,200803,3,2008,80.05,62.78,66.75,21.32,16.42,17.64,3378.89,1192567,9028,167808.0934
3219,Pidilite Inds.,200804,4,2008,78,65,75.18,21.12,16.27,19.87,3805.36,278527,5549,39368.8112
3219,Pidilite Inds.,200805,5,2008,84,67.5,72.83,25.42,17.4,19.25,3686.4,421489,5739,62087.6934
3219,Pidilite Inds.,200806,6,2008,74.25,61.65,64.93,19.83,14.31,17.16,3286.5,186238,3400,26376.0391
3219,Pidilite Inds.,200807,7,2008,74.5,63.63,69.03,21.25,16.17,18.25,3494.05,370342,4735,50686.6695
3219,Pidilite Inds.,200808,8,2008,75.45,68.08,69.48,20.57,17.31,18.36,3516.82,179612,3516,25544.099
3219,Pidilite Inds.,200809,9,2008,72.4,60.5,65.08,19.79,14.87,17.2,3294.1,228062,3421,31235.2443
3219,Pidilite Inds.,200810,10,2008,66.45,37.75,46.5,17.82,8.5,12.29,2353.83,926550,6501,90615.7216
3219,Pidilite Inds.,200811,11,2008,57.4,41.58,45.35,18.34,10.26,11.99,2295.62,682619,4966,63976.064
3219,Pidilite Inds.,200812,12,2008,59,40.2,54.05,16.45,9.26,14.29,2736.01,315965,7054,33001.3807
3219,Pidilite Inds.,200901,1,2009,56.4,45,48.18,15.21,11.37,12.73,2438.62,192253,4096,19640.0709
3219,Pidilite Inds.,200902,2,2009,51.5,37.85,43.25,14.49,8.76,11.43,2189.32,90713,2356,8413.2653
3219,Pidilite Inds.,200903,3,2009,45,37.85,42.35,16.24,11.88,14.5,2143.76,270641,3075,22831.8756
3219,Pidilite Inds.,200904,4,2009,50.5,41.85,44.8,18.56,13.89,15.34,2267.78,1607259,7344,141876.7881
3219,Pidilite Inds.,200905,5,2009,66.3,44.75,62.03,23.5,14.7,21.23,3139.71,1101422,17100,128576.629
3219,Pidilite Inds.,200906,6,2009,70.5,54.63,57.63,25.36,17.89,19.73,2916.98,2318954,19952,293738.7326
3219,Pidilite Inds.,200907,7,2009,79.43,50.65,71.38,31.48,16.01,24.43,3613,1088394,15958,133379.5492
3219,Pidilite Inds.,200908,8,2009,78.7,65.5,76.35,27.77,22.31,26.13,3864.84,1246316,21833,180451.5862
3219,Pidilite Inds.,200909,9,2009,78.73,71.1,73,29.23,23.33,24.99,3695.26,985186,18521,147888.7785
3219,Pidilite Inds.,200910,10,2009,87.5,72.1,82.33,30.55,23.05,28.18,4167.29,2107608,34774,337956.5096
3219,Pidilite Inds.,200911,11,2009,104.7,77.83,97.2,37.27,26.29,33.27,4920.26,2284693,28708,435097.8807
3219,Pidilite Inds.,200912,12,2009,100.75,91.5,97.6,35.76,30.59,33.41,4940.51,1035033,24279,199541.9612
3219,Pidilite Inds.,201001,1,2010,114.35,95.75,97.65,40.63,32.14,33.43,4943.04,4761313,80398,1005598.084
3219,Pidilite Inds.,201002,2,2010,105.4,93.1,98.58,38,31.21,33.74,4989.87,2690212,46827,528558.3606
3219,Pidilite Inds.,201003,3,2010,122.5,99.5,115.2,21.91,17.42,20.26,5830.27,7129045,83094,1122069.958
3219,Pidilite Inds.,201004,4,2010,120.5,107.6,118,21.38,18.73,20.75,5971.98,3364883,42384,382980.1278
3219,Pidilite Inds.,201005,5,2010,129.4,105.7,111.75,24.63,16.78,19.65,5655.67,2155031,34801,251389.3795
3219,Pidilite Inds.,201006,6,2010,133.3,107.6,130.75,24.07,18.55,23,6617.26,3348052,55370,400031.7076
3219,Pidilite Inds.,201007,7,2010,138.8,124.5,136,25.31,21.11,23.92,6882.96,3298752,49916,435005.0346
3219,Pidilite Inds.,201008,8,2010,151.45,134,144.5,27.76,22.8,25.41,7313.15,5051478,72970,716830.2817
3219,Pidilite Inds.,201009,9,2010,159.75,141.5,153.85,28.7,24.4,27.06,7786.35,2477367,47714,370516.936
3219,Pidilite Inds.,201010,10,2010,158,125.7,145.55,28.15,19.6,25.6,7366.29,3949743,40569,588717.6384
3219,Pidilite Inds.,201011,11,2010,154.4,137.35,150.1,27.93,23.23,26.4,7596.56,1579446,17171,228929.4592
3219,Pidilite Inds.,201012,12,2010,159,140,152.15,28.62,23.85,26.76,7700.31,1204716,34257,181381.0449
3219,Pidilite Inds.,201101,1,2011,154.75,134,135.2,27.66,23.36,23.78,6842.47,615408,18303,90054.9374
3219,Pidilite Inds.,201102,2,2011,152.8,122.8,137.4,27.67,20.86,24.17,6953.81,2189286,26964,290285.1519
3219,Pidilite Inds.,201103,3,2011,157.35,132.05,149.65,28.33,22.3,25.63,7573.79,1118158,16540,156997.4173
3219,Pidilite Inds.,201104,4,2011,164.8,145.05,157.45,28.78,24.66,26.96,7968.54,2694920,33082,419080.1532
3219,Pidilite Inds.,201105,5,2011,161.8,146.55,150.7,28.81,24.73,25.81,7626.93,2835996,29963,431134.0653
3219,Pidilite Inds.,201106,6,2011,174.8,148.85,165.4,31.83,24.56,28.34,8377.51,3443904,55136,559828.1751
3219,Pidilite Inds.,201107,7,2011,183.4,159.25,171.75,32.05,25.25,29.49,8714.6,5689881,61674,989787.7314
3219,Pidilite Inds.,201108,8,2011,175,155.1,163.4,30.86,26.44,28.06,8292.55,4090787,39806,681179.9417
3219,Pidilite Inds.,201109,9,2011,174.4,160,164.05,30.26,26.34,28.17,8327.18,1834476,25542,305858.9911
3219,Pidilite Inds.,201110,10,2011,166.65,154.4,162.1,28.85,26.39,27.84,8228.2,1085237,13171,175193.1512
3219,Pidilite Inds.,201111,11,2011,170.75,145,154,29.68,21.52,26.45,7817.04,2044853,29050,327533.1959
3219,Pidilite Inds.,201112,12,2011,158,135.2,144.25,27.62,23.03,24.77,7322.13,1294064,18892,191808.2938
3219,Pidilite Inds.,201201,1,2012,149.5,134.5,134.9,26.16,23.03,23.17,6847.52,1990940,14852,284520.3347
