CoCode,Company Names,[Shareholding date](All),[Foreign (Promoter & Group)](All),[Indian (Promoter & Group)](All),[Total of Promoter](All),[Non Promoter (Institution)](All),[Non Promoter (Non-Institution)](All),[Total Non Promoter](All),[Total Promoter & Non Promoter](All),[Custodians(Against Depository Receipts)](All),[Grand Total](All),[Year & Month](All)
6068,O N G C,30/09/2017,0,68.0705,68.0705,18.061,13.8685,31.9295,100,0,100,201709
6068,O N G C,30/09/2018,0,67.4789,67.4789,19.1189,13.4022,32.5211,100,0,100,201809
6068,O N G C,31/03/2001,0,84.11,84.11,2.48,13.41,15.89,100,0,100,200103
6068,O N G C,31/03/2002,0,84.11,84.11,2.5,13.39,15.89,100,0,100,200203
6068,O N G C,31/03/2003,0,84.11,84.11,2.62,13.27,15.89,100,0,100,200303
6068,O N G C,31/03/2004,0,74.15,74.15,8.68,17.17,25.85,100,0,100,200403
6068,O N G C,31/03/2005,0,74.14,74.14,10.72,15.14,25.86,100,0,100,200503
6068,O N G C,31/03/2006,0,74.14,74.14,11.55,14.31,25.86,100,0,100,200603
6068,O N G C,31/03/2007,0,74.14,74.14,13.28,12.58,25.86,100,0,100,200703
6068,O N G C,31/03/2008,0,74.14,74.14,13.06,12.8,25.86,100,0,100,200803
6068,O N G C,31/03/2009,0,74.14,74.14,12.05,13.81,25.86,100,0,100,200903
6068,O N G C,31/03/2010,0,74.14,74.14,12.12,13.74,25.86,100,0,100,201003
6068,O N G C,31/03/2011,0,74.1391,74.1391,12.072,13.7889,25.8609,100,0,100,201103
6068,O N G C,31/03/2012,0,69.2251,69.2251,16.955,13.8199,30.7749,100,0,100,201203
6068,O N G C,31/03/2013,0,69.2251,69.2251,17.0913,13.6836,30.7749,100,0,100,201303
6068,O N G C,31/03/2014,0,68.9354,68.9354,17.5234,13.5412,31.0646,100,0,100,201403
6068,O N G C,31/03/2015,0,68.9354,68.9354,17.5981,13.4665,31.0646,100,0,100,201503
6068,O N G C,31/03/2016,0,68.9344,68.9344,17.4475,13.6181,31.0656,100,0,100,201603
6068,O N G C,31/03/2017,0,68.0705,68.0705,18.2525,13.677,31.9295,100,0,100,201703
6068,O N G C,31/03/2018,0,67.7151,67.7151,18.7172,13.5677,32.2849,100,0,100,201803
6068,O N G C,31/12/2001,0,84.11,84.11,2.51,13.38,15.89,100,0,100,200112
6068,O N G C,31/12/2002,0,84.11,84.11,2.59,13.3,15.89,100,0,100,200212
6068,O N G C,31/12/2003,0,84.11,84.11,2.62,13.27,15.89,100,0,100,200312
6068,O N G C,31/12/2004,0,74.14,74.14,9.97,15.89,25.86,100,0,100,200412
6068,O N G C,31/12/2005,0,74.138,74.138,11.494,14.368,25.862,100,0,100,200512
6068,O N G C,31/12/2006,0,74.14,74.14,13.38,12.48,25.86,100,0,100,200612
6068,O N G C,31/12/2007,0,74.14,74.14,13.06,12.8,25.86,100,0,100,200712
6068,O N G C,31/12/2008,0,74.14,74.14,12.04,13.82,25.86,100,0,100,200812
6068,O N G C,31/12/2009,0,74.14,74.14,12.18,13.68,25.86,100,0,100,200912
6068,O N G C,31/12/2010,0,74.14,74.14,12.3,13.56,25.86,100,0,100,201012
6068,O N G C,31/12/2011,0,74.1391,74.1391,12.117,13.7439,25.8609,100,0,100,201112
6068,O N G C,31/12/2012,0,69.2251,69.2251,16.9507,13.8242,30.7749,100,0,100,201212
6068,O N G C,31/12/2013,0,69.2251,69.2251,17.2793,13.4956,30.7749,100,0,100,201312
6068,O N G C,31/12/2014,0,68.9354,68.9354,17.4468,13.6179,31.0647,100.0001,0,100,201412
6068,O N G C,31/12/2015,0,68.9344,68.9344,17.4943,13.5713,31.0656,100,0,100,201512
6068,O N G C,31/12/2016,0,68.9344,68.9344,17.4612,13.6044,31.0656,100,0,100,201612
6068,O N G C,31/12/2017,0,67.7151,67.7151,18.4459,13.839,32.2849,100,0,100,201712
6890,DLF,5/1/2007,0,97.5,97.5,0,2.5,2.5,100,0,100,200701
6890,DLF,20/05/2013,0,75,75,20.6336,4.3664,25,100,0,100,201305
6890,DLF,28/06/2007,0,88.24,88.24,6.74,5.02,11.76,100,0,100,200706
6890,DLF,30/06/2002,0,90.99,90.99,0.29,8.73,9.02,100.01,0,100,200206
6890,DLF,30/06/2007,0,88.24,88.24,6.72,5.03,11.75,99.99,0,100,200706
6890,DLF,30/06/2008,0,88.16,88.16,7.18,4.66,11.84,100,0,100,200806
6890,DLF,30/06/2009,0,78.65,78.65,15.98,5.37,21.35,100,0,100,200906
6890,DLF,30/06/2010,0,78.64,78.64,15.58,5.78,21.36,100,0,100,201006
6890,DLF,30/06/2011,0,78.6301,78.6301,15.3608,6.0091,21.3699,100,0,100,201106
6890,DLF,30/06/2012,0,78.5905,78.5905,15.9414,5.4681,21.4095,100,0,100,201206
6890,DLF,30/06/2013,0,74.9983,74.9983,20.1852,4.8165,25.0017,100,0,100,201306
6890,DLF,30/06/2014,0,74.9206,74.9206,20.3562,4.7231,25.0793,99.9999,0,100,201406
6890,DLF,30/06/2015,0,74.8919,74.8919,20.4547,4.6533,25.108,99.9999,0,100,201506
6890,DLF,30/06/2016,0,74.9539,74.9539,18.2448,6.8013,25.0461,100,0,100,201606
6890,DLF,30/06/2017,0,74.9488,74.9488,18.3124,6.7388,25.0512,100,0,100,201706
6890,DLF,30/06/2018,0,74.9462,74.9462,18.323,6.7308,25.0538,100,0,100,201806
6890,DLF,30/09/2007,0,88.2101,88.2101,7.8616,3.9283,11.7899,100,0,100,200709
6890,DLF,30/09/2008,0,88.15,88.15,7.26,4.59,11.85,100,0,100,200809
6890,DLF,30/09/2009,0,78.65,78.65,16.43,4.93,21.36,100.01,0,100,200909
6890,DLF,30/09/2010,0,78.63,78.63,16.53,4.84,21.37,100,0,100,201009
6890,DLF,30/09/2011,0,78.6043,78.6043,15.9667,5.4291,21.3958,100.0001,0,100,201109
6890,DLF,30/09/2012,0,78.5842,78.5842,16.36,5.0558,21.4158,100,0,100,201209
6890,DLF,30/09/2013,0,74.9546,74.9546,19.9689,5.0765,25.0454,100,0,100,201309
6890,DLF,30/09/2014,0,74.9078,74.9078,20.2746,4.8176,25.0922,100,0,100,201409
6890,DLF,30/09/2015,0,74.8601,74.8601,19.835,5.3049,25.1399,100,0,100,201509
6890,DLF,30/09/2016,0,74.9519,74.9519,18.2355,6.8126,25.0481,100,0,100,201609
6890,DLF,30/09/2017,0,74.9473,74.9473,17.9802,7.0725,25.0527,100,0,100,201709
6890,DLF,30/09/2018,0,74.9402,74.9402,18.0717,6.9881,25.0598,100,0,100,201809
6890,DLF,31/03/2001,0,90.99,90.99,0.29,8.73,9.02,100.01,0,100,200103
6890,DLF,31/03/2006,0,98.66,98.66,0,1.34,1.34,100,0,100,200603
6890,DLF,31/03/2008,0,88.16,88.16,8.2,3.63,11.83,99.99,0,100,200803
6890,DLF,31/03/2009,0,88.55,88.55,6.59,4.86,11.45,100,0,100,200903
6890,DLF,31/03/2010,0,78.64,78.64,15.41,5.95,21.36,100,0,100,201003
6890,DLF,31/03/2011,0,78.6301,78.6301,16.1825,5.1874,21.3699,100,0,100,201103
6890,DLF,31/03/2012,0,78.5925,78.5925,15.8017,5.6059,21.4076,100.0001,0,100,201203
6890,DLF,31/03/2013,0,78.577,78.577,16.9448,4.4782,21.423,100,0,100,201303
6890,DLF,31/03/2014,0,74.9278,74.9278,20.2519,4.8203,25.0722,100,0,100,201403
6890,DLF,31/03/2015,0,74.9078,74.9078,20.9313,4.1608,25.0921,99.9999,0,100,201503
6890,DLF,31/03/2016,0,74.9617,74.9617,18.0745,6.9639,25.0384,100.0001,0,100,201603
6890,DLF,31/03/2017,0,74.9496,74.9496,18.8936,6.1568,25.0504,100,0,100,201703
6890,DLF,31/03/2018,0,74.9469,74.9469,18.492,6.5611,25.0531,100,0,100,201803
6890,DLF,31/12/2007,0,88.17,88.17,8.38,3.45,11.83,100,0,100,200712
6890,DLF,31/12/2008,0,88.26,88.26,7.3,4.44,11.74,100,0,100,200812
6890,DLF,31/12/2009,0,78.64,78.64,15.91,5.45,21.36,100,0,100,200912
6890,DLF,31/12/2010,0,78.63,78.63,16.12,5.25,21.37,100,0,100,201012
6890,DLF,31/12/2011,0,78.5981,78.5981,16.2098,5.1921,21.4019,100,0,100,201112
6890,DLF,31/12/2012,0,78.5794,78.5794,15.8598,5.5608,21.4206,100,0,100,201212
6890,DLF,31/12/2013,0,74.9289,74.9289,20.3248,4.7463,25.0711,100,0,100,201312
6890,DLF,31/12/2014,0,74.9078,74.9078,20.1849,4.9073,25.0922,100,0,100,201412
6890,DLF,31/12/2015,0,74.9865,74.9865,18.7018,6.3117,25.0135,100,0,100,201512
6890,DLF,31/12/2016,0,74.95,74.95,18.1616,6.8884,25.05,100,0,100,201612
6890,DLF,31/12/2017,0,74.9469,74.9469,18.4706,6.5825,25.0531,100,0,100,201712
8029,TVS Motor Co.,30/06/2001,25.97,32.54,58.51,18.94,22.55,41.49,100,0,100,200106
8029,TVS Motor Co.,30/06/2002,0,58.87,58.87,17.13,24,41.13,100,0,100,200206
8029,TVS Motor Co.,30/06/2003,0,58.9,58.9,17.99,23.11,41.1,100,0,100,200306
8029,TVS Motor Co.,30/06/2004,0,57.51,57.51,20.15,22.34,42.49,100,0,100,200406
8029,TVS Motor Co.,30/06/2005,0,56.83,56.83,22.48,20.69,43.17,100,0,100,200506
8029,TVS Motor Co.,30/06/2006,0,56.83,56.83,27.21,15.96,43.17,100,0,100,200606
8029,TVS Motor Co.,30/06/2007,0,56.83,56.83,23.42,19.75,43.17,100,0,100,200706
8029,TVS Motor Co.,30/06/2008,0,56.83,56.83,16.45,26.72,43.17,100,0,100,200806
8029,TVS Motor Co.,30/06/2009,0,60.45,60.45,16.21,23.34,39.55,100,0,100,200906
8029,TVS Motor Co.,30/06/2010,0,60.45,60.45,20.42,19.13,39.55,100,0,100,201006
8029,TVS Motor Co.,30/06/2011,0,59.3103,59.3103,18.1214,22.5682,40.6896,99.9999,0,100,201106
8029,TVS Motor Co.,30/06/2012,0,59.3103,59.3103,18.3302,22.3595,40.6897,100,0,100,201206
8029,TVS Motor Co.,30/06/2013,0,57.3964,57.3964,20.7085,21.8951,42.6036,100,0,100,201306
8029,TVS Motor Co.,30/06/2014,0,57.3964,57.3964,23.2473,19.3563,42.6036,100,0,100,201406
8029,TVS Motor Co.,30/06/2015,0,57.3964,57.3964,27.0686,15.535,42.6036,100,0,100,201506
8029,TVS Motor Co.,30/06/2016,0,57.3964,57.3964,29.784,12.8196,42.6036,100,0,100,201606
8029,TVS Motor Co.,30/06/2017,0,57.3964,57.3964,31.3131,11.2906,42.6037,100.0001,0,100,201706
8029,TVS Motor Co.,30/06/2018,0,57.3964,57.3964,31.0377,11.5659,42.6036,100,0,100,201806
8029,TVS Motor Co.,30/09/2001,25.97,32.54,58.51,15.98,25.5,41.48,99.99,0,100,200109
8029,TVS Motor Co.,30/09/2002,0,58.88,58.88,16.91,24.2,41.11,99.99,0,100,200209
8029,TVS Motor Co.,30/09/2003,0,59.17,59.17,18.21,22.63,40.84,100.01,0,100,200309
8029,TVS Motor Co.,30/09/2004,0,57.51,57.51,20.16,22.33,42.49,100,0,100,200409
8029,TVS Motor Co.,30/09/2005,0,56.83,56.83,27.7,15.47,43.17,100,0,100,200509
8029,TVS Motor Co.,30/09/2006,0,56.83,56.83,26.41,16.76,43.17,100,0,100,200609
8029,TVS Motor Co.,30/09/2007,0,56.83,56.83,22.09,21.08,43.17,100,0,100,200709
8029,TVS Motor Co.,30/09/2008,0,56.83,56.83,15.77,27.4,43.17,100,0,100,200809
8029,TVS Motor Co.,30/09/2009,0,60.45,60.45,16.84,22.71,39.55,100,0,100,200909
8029,TVS Motor Co.,30/09/2010,0,59.31,59.31,20.37,20.32,40.69,100,0,100,201009
8029,TVS Motor Co.,30/09/2011,0,59.3103,59.3103,21.1458,19.5438,40.6896,99.9999,0,100,201109
8029,TVS Motor Co.,30/09/2012,0,57.3964,57.3964,19.5378,23.0658,42.6036,100,0,100,201209
8029,TVS Motor Co.,30/09/2013,0,57.3964,57.3964,20.7972,21.8064,42.6036,100,0,100,201309
8029,TVS Motor Co.,30/09/2014,0,57.3964,57.3964,23.4658,19.1378,42.6036,100,0,100,201409
8029,TVS Motor Co.,30/09/2015,0,57.3964,57.3964,29.0702,13.5334,42.6036,100,0,100,201509
8029,TVS Motor Co.,30/09/2016,0,57.3964,57.3964,30.2079,12.3958,42.6037,100.0001,0,100,201609
8029,TVS Motor Co.,30/09/2017,0,57.3964,57.3964,31.543,11.0607,42.6037,100.0001,0,100,201709
8029,TVS Motor Co.,31/03/2001,0,32.51,32.51,46.16,21.33,67.49,100,0,100,200103
8029,TVS Motor Co.,31/03/2002,0,58.99,58.99,15.69,25.33,41.02,100.01,0,100,200203
8029,TVS Motor Co.,31/03/2003,0,58.81,58.81,17.61,23.57,41.18,99.99,0,100,200303
8029,TVS Motor Co.,31/03/2004,0,59.16,59.16,19.55,21.28,40.83,99.99,0,100,200403
8029,TVS Motor Co.,31/03/2005,0,57.49,57.49,22.54,19.98,42.52,100.01,0,100,200503
8029,TVS Motor Co.,31/03/2006,0,56.83,56.83,28.54,14.63,43.17,100,0,100,200603
8029,TVS Motor Co.,31/03/2007,0,56.83,56.83,22.81,20.36,43.17,100,0,100,200703
8029,TVS Motor Co.,31/03/2008,0,56.83,56.83,18.52,24.64,43.16,99.99,0,100,200803
8029,TVS Motor Co.,31/03/2009,0,57.4,57.4,13.54,29.06,42.6,100,0,100,200903
8029,TVS Motor Co.,31/03/2010,0,60.45,60.45,18.17,21.39,39.56,100.01,0,100,201003
8029,TVS Motor Co.,31/03/2011,0,59.3103,59.3103,18.4518,22.2379,40.6897,100,0,100,201103
8029,TVS Motor Co.,31/03/2012,0,59.3103,59.3103,19.1409,21.5488,40.6897,100,0,100,201203
8029,TVS Motor Co.,31/03/2013,0,57.3964,57.3964,20.0138,22.5898,42.6036,100,0,100,201303
8029,TVS Motor Co.,31/03/2014,0,57.3964,57.3964,22.1644,20.4392,42.6036,100,0,100,201403
8029,TVS Motor Co.,31/03/2015,0,57.3964,57.3964,26.3401,16.2636,42.6037,100.0001,0,100,201503
8029,TVS Motor Co.,31/03/2016,0,57.3964,57.3964,29.0376,13.5661,42.6037,100.0001,0,100,201603
8029,TVS Motor Co.,31/03/2017,0,57.3964,57.3964,30.9914,11.6122,42.6036,100,0,100,201703
8029,TVS Motor Co.,31/03/2018,0,57.3964,57.3964,30.7735,11.8301,42.6036,100,0,100,201803
8029,TVS Motor Co.,31/12/2001,0,58.54,58.54,13.44,28.02,41.46,100,0,100,200112
8029,TVS Motor Co.,31/12/2002,0,58.86,58.86,17.06,24.08,41.14,100,0,100,200212
8029,TVS Motor Co.,31/12/2003,0,59.16,59.16,19.61,21.23,40.84,100,0,100,200312
8029,TVS Motor Co.,31/12/2004,0,57.49,57.49,21,21.52,42.52,100.01,0,100,200412
8029,TVS Motor Co.,31/12/2005,0,56.83,56.83,30.24,12.93,43.17,100,0,100,200512
8029,TVS Motor Co.,31/12/2006,0,56.83,56.83,25.3,17.87,43.17,100,0,100,200612
8029,TVS Motor Co.,31/12/2007,0,56.83,56.83,21.93,21.24,43.17,100,0,100,200712
8029,TVS Motor Co.,31/12/2008,0,57.4,57.4,14.61,27.99,42.6,100,0,100,200812
8029,TVS Motor Co.,31/12/2009,0,60.45,60.45,16.97,22.58,39.55,100,0,100,200912
8029,TVS Motor Co.,31/12/2010,0,59.31,59.31,20.53,20.16,40.69,100,0,100,201012
8029,TVS Motor Co.,31/12/2011,0,59.3103,59.3103,21.0012,19.6885,40.6897,100,0,100,201112
8029,TVS Motor Co.,31/12/2012,0,57.3964,57.3964,20.0229,22.5808,42.6037,100.0001,0,100,201212
8029,TVS Motor Co.,31/12/2013,0,57.3964,57.3964,21.0497,21.5539,42.6036,100,0,100,201312
8029,TVS Motor Co.,31/12/2014,0,57.3964,57.3964,25.2503,17.3533,42.6036,100,0,100,201412
8029,TVS Motor Co.,31/12/2015,0,57.3964,57.3964,28.8436,13.7601,42.6037,100.0001,0,100,201512
8029,TVS Motor Co.,31/12/2016,0,57.3964,57.3964,31.1155,11.4881,42.6036,100,0,100,201612
8029,TVS Motor Co.,31/12/2017,0,57.3964,57.3964,31.4087,11.195,42.6037,100.0001,0,100,201712
8036,United Spirits,22/09/2001,0,0.4,0.4,17.55,82.05,99.6,100,0,100,200109
8036,United Spirits,30/06/2001,0,42.05,42.05,17.46,40.49,57.95,100,0,100,200106
8036,United Spirits,30/06/2002,0,42.47,42.47,10.65,46.88,57.53,100,0,100,200206
8036,United Spirits,30/06/2003,0,42.47,42.47,8.58,48.95,57.53,100,0,100,200306
8036,United Spirits,30/06/2004,0,42.47,42.47,11.83,45.71,57.54,100.01,0,100,200406
8036,United Spirits,30/06/2005,0,42.47,42.47,17.81,39.72,57.53,100,0,100,200506
8036,United Spirits,30/06/2006,0,36.32,36.32,32.09,25.06,57.15,93.47,6.53,100,200606
8036,United Spirits,30/06/2007,0,38.1,38.1,31.69,30.08,61.77,99.87,0.13,100,200706
8036,United Spirits,30/06/2008,0,36.57,36.57,35.8,27.55,63.35,99.92,0.09,100,200806
8036,United Spirits,30/06/2009,0,36.57,36.57,37.47,25.69,63.16,99.73,0.27,100,200906
8036,United Spirits,30/06/2010,0,29.16,29.16,52.6,17.18,69.78,98.94,1.06,100,201006
8036,United Spirits,30/06/2011,0,28.0139,28.0139,54.344,17.0258,71.3698,99.3837,0.6163,100,201106
8036,United Spirits,30/06/2012,0,27.7811,27.7811,55.9451,15.8016,71.7467,99.5278,0.4723,100,201206
8036,United Spirits,30/06/2013,0,21.1006,21.1006,48.0723,30.4999,78.5722,99.6728,0.3272,100,201306
8036,United Spirits,30/06/2014,28.7812,4.1804,32.9616,11.0224,55.426,66.4484,99.41,0.5899,100,201406
8036,United Spirits,30/06/2015,54.7812,4.0937,58.8749,28.2908,12.3418,40.6326,99.5075,0.4925,100,201506
8036,United Spirits,30/06/2016,54.7812,3.6965,58.4777,28.9402,12.0694,41.0096,99.4873,0.5126,100,201606
8036,United Spirits,30/06/2017,54.7812,3.6965,58.4777,28.1696,13.3526,41.5222,99.9999,0,100,201706
8036,United Spirits,30/06/2018,54.7812,1.9747,56.7559,29.2483,13.9958,43.2441,100,0,100,201806
8036,United Spirits,30/09/2001,0,42.09,42.09,17.55,40.36,57.91,100,0,100,200109
8036,United Spirits,30/09/2002,0,42.47,42.47,10.07,47.46,57.53,100,0,100,200209
8036,United Spirits,30/09/2003,0,42.47,42.47,8.15,49.38,57.53,100,0,100,200309
8036,United Spirits,30/09/2004,0,42.47,42.47,12.26,45.27,57.53,100,0,100,200409
8036,United Spirits,30/09/2005,0,42.66,42.66,23.51,33.83,57.34,100,0,100,200509
8036,United Spirits,30/09/2006,0,36.32,36.32,37.73,23.84,61.57,97.89,2.11,100,200609
8036,United Spirits,30/09/2007,0,37.24,37.24,35.02,27.62,62.64,99.88,0.12,100,200709
8036,United Spirits,30/09/2008,0,36.57,36.57,38.02,25.38,63.4,99.97,0.03,100,200809
8036,United Spirits,30/09/2009,0,33.94,33.94,44.91,20.82,65.73,99.67,0.33,100,200909
8036,United Spirits,30/09/2010,0,29.16,29.16,53.44,15.98,69.42,98.58,1.42,100,201009
8036,United Spirits,30/09/2011,0,28.0139,28.0139,55.5246,15.7773,71.3019,99.3158,0.6842,100,201109
8036,United Spirits,30/09/2012,0,27.7811,27.7811,51.123,20.7581,71.8811,99.6622,0.3378,100,201209
8036,United Spirits,30/09/2013,25.0188,11.1271,36.1459,47.3977,16.1413,63.539,99.6849,0.3152,100,201309
8036,United Spirits,30/09/2014,54.7812,4.0937,58.8749,27.5981,13.0526,40.6507,99.5256,0.4744,100,201409
8036,United Spirits,30/09/2015,54.7812,4.0937,58.8749,28.5897,12.0303,40.62,99.4949,0.505,100,201509
8036,United Spirits,30/09/2016,54.7812,3.6965,58.4777,27.3073,13.7085,41.0158,99.4935,0.5064,100,201609
8036,United Spirits,30/09/2017,54.7812,3.6965,58.4777,28.3208,13.2015,41.5223,100,0,100,201709
8036,United Spirits,30/09/2018,54.7812,1.9747,56.7559,29.2306,14.0135,43.2441,100,0,100,201809
8036,United Spirits,31/03/2002,0,42.47,42.47,16.95,40.59,57.54,100.01,0,100,200203
8036,United Spirits,31/03/2003,0,42.47,42.47,8.58,48.95,57.53,100,0,100,200303
8036,United Spirits,31/03/2004,0,42.47,42.47,11.86,45.68,57.54,100.01,0,100,200403
8036,United Spirits,31/03/2005,0,42.47,42.47,17.36,40.18,57.54,100.01,0,100,200503
8036,United Spirits,31/03/2006,0,36.54,36.54,27.56,21.42,48.98,85.52,14.47,100,200603
8036,United Spirits,31/03/2007,0,38.77,38.77,31.54,29.49,61.03,99.8,0.2,100,200703
8036,United Spirits,31/03/2008,0,36.57,36.57,36.02,27.27,63.29,99.86,0.14,100,200803
8036,United Spirits,31/03/2009,0,36.57,36.57,38,25.43,63.43,100,0,100,200903
8036,United Spirits,31/03/2010,0,29.16,29.16,53.05,16.89,69.94,99.1,0.9,100,201003
8036,United Spirits,31/03/2011,0,28.0139,28.0139,53.3756,18.1055,71.4811,99.495,0.5051,100,201103
8036,United Spirits,31/03/2012,0,27.7811,27.7811,54.805,16.8952,71.7002,99.4813,0.5187,100,201203
8036,United Spirits,31/03/2013,0,25.4849,25.4849,52.6431,21.5882,74.2313,99.7162,0.2838,100,201303
8036,United Spirits,31/03/2014,28.7812,9.837,38.6182,44.1123,16.74,60.8523,99.4705,0.5294,100,201403
8036,United Spirits,31/03/2015,54.7812,4.0937,58.8749,28.2274,12.4051,40.6325,99.5074,0.4925,100,201503
8036,United Spirits,31/03/2016,54.7812,3.7206,58.5018,28.562,12.4231,40.9851,99.4869,0.513,100,201603
8036,United Spirits,31/03/2017,54.7812,3.6965,58.4777,27.5514,13.9708,41.5222,99.9999,0,100,201703
8036,United Spirits,31/03/2018,54.7812,3.6965,58.4777,27.5858,13.9364,41.5222,99.9999,0,100,201803
8036,United Spirits,31/05/2013,0,22.9364,22.9364,46.9179,29.831,76.7489,99.6853,0.3147,100,201305
8036,United Spirits,31/12/2001,0,42.41,42.41,18.98,38.62,57.6,100.01,0,100,200112
8036,United Spirits,31/12/2002,0,42.47,42.47,9.01,48.52,57.53,100,0,100,200212
8036,United Spirits,31/12/2003,0,42.47,42.47,8.47,49.06,57.53,100,0,100,200312
8036,United Spirits,31/12/2004,0,42.47,42.47,12.63,44.9,57.53,100,0,100,200412
8036,United Spirits,31/12/2005,0,42.73,42.73,27.08,30.19,57.27,100,0,100,200512
8036,United Spirits,31/12/2006,0,38.77,38.77,30.63,30.11,60.74,99.51,0.5,100,200612
8036,United Spirits,31/12/2007,0,36.97,36.97,35.73,27.18,62.91,99.88,0.12,100,200712
8036,United Spirits,31/12/2008,0,36.57,36.57,38.1,25.28,63.38,99.95,0.06,100,200812
8036,United Spirits,31/12/2009,0,29.16,29.16,53.68,16.45,70.13,99.29,0.71,100,200912
8036,United Spirits,31/12/2010,0,29.16,29.16,53.89,15.82,69.71,98.87,1.13,100,201012
8036,United Spirits,31/12/2011,0,28.0139,28.0139,55.4405,15.5062,70.9467,98.9606,1.0393,100,201112
8036,United Spirits,31/12/2012,0,27.508,27.508,52.0249,20.207,72.2319,99.7399,0.2601,100,201212
8036,United Spirits,31/12/2013,26.3729,10.9174,37.2903,45.8308,16.4377,62.2685,99.5588,0.4412,100,201312
8036,United Spirits,31/12/2014,54.7812,4.0937,58.8749,28.1806,12.4696,40.6502,99.5251,0.4749,100,201412
8036,United Spirits,31/12/2015,54.7812,3.9905,58.7717,28.2482,12.467,40.7152,99.4869,0.513,100,201512
8036,United Spirits,31/12/2016,54.7812,3.6965,58.4777,27.1608,13.9365,41.0973,99.575,0.4249,100,201612
8036,United Spirits,31/12/2017,54.7812,3.6965,58.4777,27.597,13.9252,41.5222,99.9999,0,100,201712
12001,NTPC,5/11/2004,0,89.5,89.5,5.38,5.12,10.5,100,0,100,200411
12001,NTPC,13/06/2014,0,74.9578,74.9578,22.2747,2.7676,25.0423,100.0001,0,100,201306
12001,NTPC,15/02/2013,0,75,75,19.8482,5.1518,25,100,0,100,201302
12001,NTPC,30/06/2005,0,89.499,89.499,7.034,3.439,10.473,99.972,0,100,200506
12001,NTPC,30/06/2006,0,89.5,89.5,8.05,2.46,10.51,100.01,0,100,200606
12001,NTPC,30/06/2007,0,89.5,89.5,8.33,2.17,10.5,100,0,100,200706
12001,NTPC,30/06/2008,0,89.5,89.5,6.68,3.83,10.51,100.01,0,100,200806
12001,NTPC,30/06/2009,0,89.5,89.5,7.15,3.35,10.5,100,0,100,200906
12001,NTPC,30/06/2010,0,84.5,84.5,11.65,3.85,15.5,100,0,100,201006
12001,NTPC,30/06/2011,0,84.4993,84.4993,11.8426,3.6581,15.5007,100,0,100,201106
12001,NTPC,30/06/2012,0,84.4993,84.4993,11.7368,3.7639,15.5007,100,0,100,201206
12001,NTPC,30/06/2013,0,75,75,20.155,4.845,25,100,0,100,201306
12001,NTPC,30/06/2014,0,74.9578,74.9578,22.2751,2.7671,25.0422,100,0,100,201406
12001,NTPC,30/06/2015,0,74.9578,74.9578,22.7056,2.3367,25.0423,100.0001,0,100,201506
12001,NTPC,30/06/2016,0,69.9578,69.9578,27.8724,2.1698,30.0422,100,0,100,201606
12001,NTPC,30/06/2017,0,69.7445,69.7445,27.2188,3.0367,30.2555,100,0,100,201706
12001,NTPC,30/06/2018,0,61.7121,61.7121,34.857,3.431,38.288,100.0001,0,100,201806
12001,NTPC,30/09/2005,0,89.5,89.5,7.84,2.66,10.5,100,0,100,200509
12001,NTPC,30/09/2006,0,89.5,89.5,8.17,2.33,10.5,100,0,100,200609
12001,NTPC,30/09/2007,0,89.5,89.5,8.18,2.32,10.5,100,0,100,200709
12001,NTPC,30/09/2008,0,89.5,89.5,6.91,3.59,10.5,100,0,100,200809
12001,NTPC,30/09/2009,0,89.5,89.5,7.17,3.33,10.5,100,0,100,200909
12001,NTPC,30/09/2010,0,84.5,84.5,11.65,3.85,15.5,100,0,100,201009
12001,NTPC,30/09/2011,0,84.4993,84.4993,11.6609,3.8397,15.5006,99.9999,0,100,201109
12001,NTPC,30/09/2012,0,84.4993,84.4993,11.6819,3.8188,15.5007,100,0,100,201209
12001,NTPC,30/09/2013,0,75,75,20.4308,4.5692,25,100,0,100,201309
12001,NTPC,30/09/2014,0,74.9578,74.9578,22.2628,2.7794,25.0422,100,0,100,201409
12001,NTPC,30/09/2015,0,74.9578,74.9578,22.7032,2.339,25.0422,100,0,100,201509
12001,NTPC,30/09/2016,0,69.7445,69.7445,28.0775,2.178,30.2555,100,0,100,201609
12001,NTPC,30/09/2017,0,62.9939,62.9939,33.6894,3.3167,37.0061,100,0,100,201709
12001,NTPC,30/09/2018,0,61.7704,61.7704,35.1374,3.0922,38.2296,100,0,100,201809
12001,NTPC,31/03/2005,0,89.5,89.5,6.83,3.67,10.5,100,0,100,200503
12001,NTPC,31/03/2006,0,89.499,89.499,8.097,2.399,10.496,99.995,0,100,200603
12001,NTPC,31/03/2007,0,89.5,89.5,8.33,2.17,10.5,100,0,100,200703
12001,NTPC,31/03/2008,0,89.5,89.5,7.01,3.5,10.51,100.01,0,100,200803
12001,NTPC,31/03/2009,0,89.5,89.5,7.02,3.48,10.5,100,0,100,200903
12001,NTPC,31/03/2010,0,84.5,84.5,11.59,3.91,15.5,100,0,100,201003
12001,NTPC,31/03/2011,0,84.4993,84.4993,11.8442,3.6565,15.5007,100,0,100,201103
12001,NTPC,31/03/2012,0,84.4993,84.4993,11.6741,3.8266,15.5007,100,0,100,201203
12001,NTPC,31/03/2013,0,75,75,19.8397,5.1603,25,100,0,100,201303
