CoCode,Company Names,[Shareholding date](All),[Foreign (Promoter & Group)](All),[Indian (Promoter & Group)](All),[Total of Promoter](All),[Non Promoter (Institution)](All),[Non Promoter (Non-Institution)](All),[Total Non Promoter](All),[Total Promoter & Non Promoter](All),[Custodians(Against Depository Receipts)](All),[Grand Total](All),[Year & Month](All)
412,Piramal Enterp.,30/09/2014,0,52.9028,52.9028,30.51,16.5872,47.0972,100,0,100,201409
412,Piramal Enterp.,30/09/2015,0,52.817,52.817,30.9099,16.2731,47.183,100,0,100,201509
412,Piramal Enterp.,30/09/2016,0,51.4681,51.4681,30.8731,16.5166,47.3897,98.8578,1.1423,100,201609
412,Piramal Enterp.,30/09/2017,0,51.4092,51.4092,30.8805,16.6478,47.5283,98.9375,1.0625,100,201709
412,Piramal Enterp.,30/09/2018,0,50.6583,50.6583,30.9289,17.5507,48.4796,99.1379,0.8621,100,201809
412,Piramal Enterp.,31/03/2001,0,54.41,54.41,15.08,30.51,45.59,100,0,100,200103
412,Piramal Enterp.,31/03/2002,0,50.25,50.25,15.39,34.35,49.74,99.99,0,100,200203
412,Piramal Enterp.,31/03/2003,0,51.31,51.31,14.18,34.51,48.69,100,0,100,200303
412,Piramal Enterp.,31/03/2004,0,51.16,51.16,15.57,33.26,48.83,99.99,0,100,200403
412,Piramal Enterp.,31/03/2005,0,50.81,50.81,18.94,30.25,49.19,100,0,100,200503
412,Piramal Enterp.,31/03/2006,0,50.42,50.42,21.33,28.24,49.57,99.99,0,100,200603
412,Piramal Enterp.,31/03/2007,0,50.09,50.09,21.62,28.29,49.91,100,0,100,200703
412,Piramal Enterp.,31/03/2008,0,49.81,49.81,32.62,17.57,50.19,100,0,100,200803
412,Piramal Enterp.,31/03/2009,0,49.57,49.57,32.24,18.18,50.42,99.99,0,100,200903
412,Piramal Enterp.,31/03/2010,0,49.24,49.24,34.82,15.94,50.76,100,0,100,201003
412,Piramal Enterp.,31/03/2011,0,53.3098,53.3098,26.7399,19.9503,46.6902,100,0,100,201103
412,Piramal Enterp.,31/03/2012,0,53.071,53.071,26.4863,20.4427,46.929,100,0,100,201203
412,Piramal Enterp.,31/03/2013,0,52.9789,52.9789,29.6806,17.3405,47.0211,100,0,100,201303
412,Piramal Enterp.,31/03/2014,0,52.944,52.944,30.5728,16.4833,47.0561,100.0001,0,100,201403
412,Piramal Enterp.,31/03/2015,0,52.8462,52.8462,30.8871,16.2666,47.1537,99.9999,0,100,201503
412,Piramal Enterp.,31/03/2016,0,51.5753,51.5753,30.4724,16.7432,47.2156,98.7909,1.2091,100,201603
412,Piramal Enterp.,31/03/2017,0,51.4294,51.4294,31.1483,16.3171,47.4654,98.8948,1.1053,100,201703
412,Piramal Enterp.,31/03/2018,0,51.3821,51.3821,30.9473,16.7858,47.7331,99.1152,0.8849,100,201803
412,Piramal Enterp.,31/12/2001,0,54.55,54.55,14.71,30.75,45.46,100.01,0,100,200112
412,Piramal Enterp.,31/12/2002,0,51.31,51.31,14.54,34.15,48.69,100,0,100,200212
412,Piramal Enterp.,31/12/2003,0,51.22,51.22,14.57,34.21,48.78,100,0,100,200312
412,Piramal Enterp.,31/12/2004,0,50.85,50.85,19.08,30.07,49.15,100,0,100,200412
412,Piramal Enterp.,31/12/2005,0,50.51,50.51,21.02,28.47,49.49,100,0,100,200512
412,Piramal Enterp.,31/12/2006,0,50.22,50.22,21.56,28.21,49.77,99.99,0,100,200612
412,Piramal Enterp.,31/12/2007,0,49.87,49.87,32.08,18.05,50.13,100,0,100,200712
412,Piramal Enterp.,31/12/2008,0,49.56,49.56,33.47,16.97,50.44,100,0,100,200812
412,Piramal Enterp.,31/12/2009,0,49.39,49.39,33.92,16.69,50.61,100,0,100,200912
412,Piramal Enterp.,31/12/2010,0,53.32,53.32,27.31,19.38,46.69,100.01,0,100,201012
412,Piramal Enterp.,31/12/2011,0,53.0827,53.0827,25.9688,20.9485,46.9173,100,0,100,201112
412,Piramal Enterp.,31/12/2012,0,52.9883,52.9883,28.3042,18.7074,47.0116,99.9999,0,100,201212
412,Piramal Enterp.,31/12/2013,0,52.9454,52.9454,30.7499,16.3047,47.0546,100,0,100,201312
412,Piramal Enterp.,31/12/2014,0,52.8639,52.8639,30.5917,16.5445,47.1362,100.0001,0,100,201412
412,Piramal Enterp.,31/12/2015,0,52.7618,52.7618,30.6406,16.5976,47.2382,100,0,100,201512
412,Piramal Enterp.,31/12/2016,0,51.4422,51.4422,30.9491,16.4952,47.4443,98.8865,1.1135,100,201612
412,Piramal Enterp.,31/12/2017,0,51.3422,51.3422,30.83,16.9221,47.7521,99.0943,0.9057,100,201712
476,Reliance Inds.,13/09/2017,0,46.2089,46.2089,34.4426,16.5298,50.9724,97.1813,2.8187,100,201709
476,Reliance Inds.,30/06/2001,0,43.24,43.24,32.71,18.71,51.42,94.66,5.34,100,200106
476,Reliance Inds.,30/06/2002,0,43.73,43.73,32.7,18.23,50.93,94.66,5.34,100,200206
476,Reliance Inds.,30/06/2003,0,46.68,46.68,28.35,18.83,47.18,93.86,6.15,100,200306
476,Reliance Inds.,30/06/2004,0,46.67,46.67,31.17,16.02,47.19,93.86,6.13,100,200406
476,Reliance Inds.,30/06/2005,0,46.746,46.746,29.973,14.737,44.71,91.456,8.544,100,200506
476,Reliance Inds.,30/06/2006,0,49.83,49.83,27.73,18.43,46.16,95.99,4.02,100,200606
476,Reliance Inds.,30/06/2007,0,50.98,50.98,28.06,17.53,45.59,96.57,3.43,100,200706
476,Reliance Inds.,30/06/2008,0,51.37,51.37,26.21,18.49,44.7,96.07,3.93,100,200806
476,Reliance Inds.,30/06/2009,0,49.03,49.03,25.8,22.02,47.82,96.85,3.16,100,200906
476,Reliance Inds.,30/06/2010,0,44.76,44.76,27.92,23.62,51.54,96.3,3.69,100,201006
476,Reliance Inds.,30/06/2011,0,44.7162,44.7162,28.1497,23.3494,51.4991,96.2153,3.7847,100,201106
476,Reliance Inds.,30/06/2012,0,45.1483,45.1483,28.1961,23.3189,51.515,96.6633,3.3366,100,201206
476,Reliance Inds.,30/06/2013,0,45.3312,45.3312,28.9353,22.2501,51.1854,96.5166,3.4834,100,201306
476,Reliance Inds.,30/06/2014,0,45.2858,45.2858,30.8451,20.5242,51.3693,96.6551,3.3448,100,201406
476,Reliance Inds.,30/06/2015,0,45.2337,45.2337,31.7068,19.8155,51.5223,96.756,3.244,100,201506
476,Reliance Inds.,30/06/2016,0,45.1234,45.1234,32.688,19.25,51.938,97.0614,2.9386,100,201606
476,Reliance Inds.,30/06/2017,0,44.9968,44.9968,33.8968,18.2964,52.1932,97.19,2.81,100,201706
476,Reliance Inds.,30/06/2018,0,46.1808,46.1808,35.2448,16.1098,51.3546,97.5354,2.4645,100,201806
476,Reliance Inds.,30/09/2001,0,43.29,43.29,32.04,19.33,51.37,94.66,5.34,100,200109
476,Reliance Inds.,30/09/2002,0,43.71,43.71,32.03,18.23,50.26,93.97,6.04,100,200209
476,Reliance Inds.,30/09/2003,0,46.67,46.67,29.64,17.56,47.2,93.87,6.13,100,200309
476,Reliance Inds.,30/09/2004,0,46.67,46.67,31.62,15.58,47.2,93.87,6.13,100,200409
476,Reliance Inds.,30/09/2005,0,46.747,46.747,30.483,16.468,46.951,93.698,6.303,100,200509
476,Reliance Inds.,30/09/2006,0,49.92,49.92,28.39,18.01,46.4,96.32,3.68,100,200609
476,Reliance Inds.,30/09/2007,0,50.98,50.98,28.27,17.29,45.56,96.54,3.46,100,200709
476,Reliance Inds.,30/09/2008,0,44.8,44.8,26.27,24.83,51.1,95.9,4.11,100,200809
476,Reliance Inds.,30/09/2009,0,46.34,46.34,26.52,23.9,50.42,96.76,3.24,100,200909
476,Reliance Inds.,30/09/2010,0,44.74,44.74,27.11,24.3,51.41,96.15,3.85,100,201009
476,Reliance Inds.,30/09/2011,0,44.7081,44.7081,28.3853,23.3817,51.767,96.4751,3.5249,100,201109
476,Reliance Inds.,30/09/2012,0,45.2432,45.2432,28.5524,22.7815,51.3339,96.5771,3.4228,100,201209
476,Reliance Inds.,30/09/2013,0,45.3142,45.3142,29.5273,21.7384,51.2657,96.5799,3.4201,100,201309
476,Reliance Inds.,30/09/2014,0,45.2644,45.2644,30.7777,20.6512,51.4289,96.6933,3.3066,100,201409
476,Reliance Inds.,30/09/2015,0,45.2059,45.2059,31.7729,19.8541,51.627,96.8329,3.1671,100,201509
476,Reliance Inds.,30/09/2016,0,45.1142,45.1142,33.2325,18.7071,51.9396,97.0538,2.9463,100,201609
476,Reliance Inds.,30/09/2017,0,46.2089,46.2089,34.5159,16.461,50.9769,97.1858,2.8142,100,201709
476,Reliance Inds.,31/03/2001,0,43.24,43.24,32.32,19.1,51.42,94.66,5.34,100,200103
476,Reliance Inds.,31/03/2002,0,43.77,43.77,32.13,18.76,50.89,94.66,5.34,100,200203
476,Reliance Inds.,31/03/2003,0,46.52,46.52,27.76,19.95,47.71,94.23,5.77,100,200303
476,Reliance Inds.,31/03/2004,0,46.67,46.67,31.4,15.8,47.2,93.87,6.13,100,200403
476,Reliance Inds.,31/03/2005,0,46.76,46.76,29.67,15.02,44.69,91.45,8.55,100,200503
476,Reliance Inds.,31/03/2006,0,47.9,47.9,28.85,18.83,47.68,95.58,4.42,100,200603
476,Reliance Inds.,31/03/2007,0,50.98,50.98,27.73,17.71,45.44,96.42,3.58,100,200703
476,Reliance Inds.,31/03/2008,0,51.37,51.37,26.68,18.24,44.92,96.29,3.71,100,200803
476,Reliance Inds.,31/03/2009,0,49.03,49.03,25.22,22.32,47.54,96.57,3.43,100,200903
476,Reliance Inds.,31/03/2010,0,44.76,44.76,28.25,23.29,51.54,96.3,3.7,100,201003
476,Reliance Inds.,31/03/2011,0,44.7222,44.7222,28.4805,23.0713,51.5518,96.274,3.7261,100,201103
476,Reliance Inds.,31/03/2012,0,44.7538,44.7538,28.2647,23.5386,51.8033,96.5571,3.4429,100,201203
476,Reliance Inds.,31/03/2013,0,45.342,45.342,28.7663,22.3575,51.1238,96.4658,3.5342,100,201303
476,Reliance Inds.,31/03/2014,0,45.2972,45.2972,29.8551,21.4083,51.2634,96.5606,3.4393,100,201403
476,Reliance Inds.,31/03/2015,0,45.2442,45.2442,31.3798,20.1493,51.5291,96.7733,3.2266,100,201503
476,Reliance Inds.,31/03/2016,0,45.1522,45.1522,32.3764,19.5011,51.8775,97.0297,2.9703,100,201603
476,Reliance Inds.,31/03/2017,0,45.0008,45.0008,33.5806,18.5763,52.1569,97.1577,2.8423,100,201703
476,Reliance Inds.,31/03/2018,0,46.1936,46.1936,34.8893,16.2758,51.1651,97.3587,2.6413,100,201803
476,Reliance Inds.,31/12/2001,0,43.29,43.29,32.63,18.74,51.37,94.66,5.34,100,200112
476,Reliance Inds.,31/12/2002,0,45.89,45.89,27.75,20.8,48.55,94.44,5.56,100,200212
476,Reliance Inds.,31/12/2003,0,46.67,46.67,31.11,16.09,47.2,93.87,6.13,100,200312
476,Reliance Inds.,31/12/2004,0,46.67,46.67,30.43,16.77,47.2,93.87,6.13,100,200412
476,Reliance Inds.,31/12/2005,0,47.26,47.26,29.48,17.4,46.88,94.14,5.86,100,200512
476,Reliance Inds.,31/12/2006,0,50.62,50.62,28.07,17.7,45.77,96.39,3.62,100,200612
476,Reliance Inds.,31/12/2007,0,51.03,51.03,27.14,18.05,45.19,96.22,3.78,100,200712
476,Reliance Inds.,31/12/2008,0,49.03,49.03,24.55,22.7,47.25,96.28,3.72,100,200812
476,Reliance Inds.,31/12/2009,0,46.57,46.57,26.65,23.08,49.73,96.3,3.7,100,200912
476,Reliance Inds.,31/12/2010,0,44.73,44.73,28.08,23.35,51.43,96.16,3.85,100,201012
476,Reliance Inds.,31/12/2011,0,44.7051,44.7051,28.3781,23.4676,51.8457,96.5508,3.4492,100,201112
476,Reliance Inds.,31/12/2012,0,45.3438,45.3438,28.6869,22.5495,51.2364,96.5802,3.4198,100,201212
476,Reliance Inds.,31/12/2013,0,45.3064,45.3064,29.7129,21.4668,51.1797,96.4861,3.5139,100,201312
476,Reliance Inds.,31/12/2014,0,45.2529,45.2529,30.9041,20.5354,51.4395,96.6924,3.3077,100,201412
476,Reliance Inds.,31/12/2015,0,45.195,45.195,31.9602,19.705,51.6652,96.8602,3.1397,100,201512
476,Reliance Inds.,31/12/2016,0,45.1074,45.1074,33.4817,18.4622,51.9439,97.0513,2.9488,100,201612
476,Reliance Inds.,31/12/2017,0,46.202,46.202,34.8097,16.3001,51.1098,97.3118,2.6882,100,201712
480,P & G Hygiene,30/06/2001,65,0,65,9.19,25.81,35,100,0,100,200106
480,P & G Hygiene,30/06/2002,65,0.08,65.08,9.36,25.56,34.92,100,0,100,200206
480,P & G Hygiene,30/06/2003,65,0.08,65.08,9.1,25.82,34.92,100,0,100,200306
480,P & G Hygiene,30/06/2004,68.73,0.08,68.81,9.66,21.53,31.19,100,0,100,200406
480,P & G Hygiene,30/06/2005,68.73,0.06,68.79,9.55,21.66,31.21,100,0,100,200506
480,P & G Hygiene,30/06/2006,68.73,0,68.73,8.52,22.75,31.27,100,0,100,200606
480,P & G Hygiene,30/06/2007,68.73,0,68.73,8.49,22.78,31.27,100,0,100,200706
480,P & G Hygiene,30/06/2008,68.73,0,68.73,7.62,23.65,31.27,100,0,100,200806
480,P & G Hygiene,30/06/2009,68.73,0,68.73,7.99,23.28,31.27,100,0,100,200906
480,P & G Hygiene,30/06/2010,68.73,1.91,70.64,10.64,18.72,29.36,100,0,100,201006
480,P & G Hygiene,30/06/2011,68.7295,1.909,70.6385,12.4162,16.9453,29.3615,100,0,100,201106
480,P & G Hygiene,30/06/2012,68.7295,1.909,70.6385,12.9264,16.4351,29.3615,100,0,100,201206
480,P & G Hygiene,30/06/2013,68.7295,1.909,70.6385,14.3275,15.034,29.3615,100,0,100,201306
480,P & G Hygiene,30/06/2014,68.7295,1.909,70.6385,14.6929,14.6686,29.3615,100,0,100,201406
480,P & G Hygiene,30/06/2015,68.7295,1.909,70.6385,13.3009,16.0606,29.3615,100,0,100,201506
480,P & G Hygiene,30/06/2016,68.7295,1.909,70.6385,13.06,16.3015,29.3615,100,0,100,201606
480,P & G Hygiene,30/06/2017,68.7295,1.909,70.6385,13.4212,15.9403,29.3615,100,0,100,201706
480,P & G Hygiene,30/06/2018,68.7295,1.909,70.6385,13.7324,15.6292,29.3616,100.0001,0,100,201806
480,P & G Hygiene,30/09/2001,65,0,65,8.68,26.33,35.01,100.01,0,100,200109
480,P & G Hygiene,30/09/2002,65,0.08,65.08,9.33,25.59,34.92,100,0,100,200209
480,P & G Hygiene,30/09/2003,65,0.08,65.08,8.77,26.15,34.92,100,0,100,200309
480,P & G Hygiene,30/09/2004,68.73,0.08,68.81,9.61,21.58,31.19,100,0,100,200409
480,P & G Hygiene,30/09/2005,68.73,0.06,68.79,9.23,21.98,31.21,100,0,100,200509
480,P & G Hygiene,30/09/2006,68.73,0,68.73,8.17,23.1,31.27,100,0,100,200609
480,P & G Hygiene,30/09/2007,68.73,0,68.73,7.33,23.94,31.27,100,0,100,200709
480,P & G Hygiene,30/09/2008,68.73,0,68.73,8.12,23.15,31.27,100,0,100,200809
480,P & G Hygiene,30/09/2009,68.73,1.91,70.64,8.81,20.55,29.36,100,0,100,200909
480,P & G Hygiene,30/09/2010,68.73,1.91,70.64,12.14,17.22,29.36,100,0,100,201009
480,P & G Hygiene,30/09/2011,68.7295,1.909,70.6385,12.5342,16.8273,29.3615,100,0,100,201109
480,P & G Hygiene,30/09/2012,68.7295,1.909,70.6385,13.1404,16.2211,29.3615,100,0,100,201209
480,P & G Hygiene,30/09/2013,68.7295,1.909,70.6385,14.5103,14.8513,29.3616,100.0001,0,100,201309
480,P & G Hygiene,30/09/2014,68.7295,1.909,70.6385,14.18,15.1815,29.3615,100,0,100,201409
480,P & G Hygiene,30/09/2015,68.7295,1.909,70.6385,13.0242,16.3373,29.3615,100,0,100,201509
480,P & G Hygiene,30/09/2016,68.7295,1.909,70.6385,13.0463,16.3152,29.3615,100,0,100,201609
480,P & G Hygiene,30/09/2017,68.7295,1.909,70.6385,13.5263,15.8352,29.3615,100,0,100,201709
480,P & G Hygiene,31/03/2001,65,0,65,10.17,24.83,35,100,0,100,200103
480,P & G Hygiene,31/03/2002,65,0.08,65.08,9.21,25.71,34.92,100,0,100,200203
480,P & G Hygiene,31/03/2003,65,0.08,65.08,9.11,25.81,34.92,100,0,100,200303
480,P & G Hygiene,31/03/2004,68.35,0.08,68.43,9.37,22.19,31.56,99.99,0,100,200403
480,P & G Hygiene,31/03/2005,68.73,0.06,68.79,9.57,21.64,31.21,100,0,100,200503
480,P & G Hygiene,31/03/2006,68.73,0.06,68.79,9.39,21.82,31.21,100,0,100,200603
480,P & G Hygiene,31/03/2007,68.73,0,68.73,8.43,22.84,31.27,100,0,100,200703
480,P & G Hygiene,31/03/2008,68.73,0,68.73,6.48,24.79,31.27,100,0,100,200803
480,P & G Hygiene,31/03/2009,68.73,0,68.73,8.06,23.21,31.27,100,0,100,200903
480,P & G Hygiene,31/03/2010,68.73,1.91,70.64,11.03,18.33,29.36,100,0,100,201003
480,P & G Hygiene,31/03/2011,68.7295,1.909,70.6385,11.777,17.5845,29.3615,100,0,100,201103
480,P & G Hygiene,31/03/2012,68.7295,1.909,70.6385,12.7843,16.5772,29.3615,100,0,100,201203
480,P & G Hygiene,31/03/2013,68.7295,1.909,70.6385,13.969,15.3925,29.3615,100,0,100,201303
480,P & G Hygiene,31/03/2014,68.7295,1.909,70.6385,14.5898,14.7717,29.3615,100,0,100,201403
480,P & G Hygiene,31/03/2015,68.7295,1.909,70.6385,13.3748,15.9867,29.3615,100,0,100,201503
480,P & G Hygiene,31/03/2016,68.7295,1.909,70.6385,13.3423,16.0193,29.3616,100.0001,0,100,201603
480,P & G Hygiene,31/03/2017,68.7295,1.909,70.6385,13.0429,16.3186,29.3615,100,0,100,201703
480,P & G Hygiene,31/03/2018,68.7295,1.909,70.6385,13.52,15.8415,29.3615,100,0,100,201803
480,P & G Hygiene,31/12/2001,65,0.08,65.08,8.83,26.09,34.92,100,0,100,200112
480,P & G Hygiene,31/12/2002,65,0.08,65.08,8.96,25.96,34.92,100,0,100,200212
480,P & G Hygiene,31/12/2003,67.78,0.08,67.86,8.98,23.15,32.13,99.99,0,100,200312
480,P & G Hygiene,31/12/2004,68.73,0.08,68.81,9.86,21.33,31.19,100,0,100,200412
480,P & G Hygiene,31/12/2005,68.73,0.06,68.79,9.22,21.99,31.21,100,0,100,200512
480,P & G Hygiene,31/12/2006,68.73,0,68.73,8.44,22.83,31.27,100,0,100,200612
480,P & G Hygiene,31/12/2007,68.73,0,68.73,6.67,24.6,31.27,100,0,100,200712
480,P & G Hygiene,31/12/2008,68.73,0,68.73,8.19,23.08,31.27,100,0,100,200812
480,P & G Hygiene,31/12/2009,68.73,1.91,70.64,10.09,19.28,29.37,100.01,0,100,200912
480,P & G Hygiene,31/12/2010,68.73,1.91,70.64,11.76,17.61,29.37,100.01,0,100,201012
480,P & G Hygiene,31/12/2011,68.7295,1.909,70.6385,12.6784,16.6831,29.3615,100,0,100,201112
480,P & G Hygiene,31/12/2012,68.7295,1.909,70.6385,13.6434,15.7181,29.3615,100,0,100,201212
480,P & G Hygiene,31/12/2013,68.7295,1.909,70.6385,14.5681,14.7934,29.3615,100,0,100,201312
480,P & G Hygiene,31/12/2014,68.7295,1.909,70.6385,13.5315,15.83,29.3615,100,0,100,201412
480,P & G Hygiene,31/12/2015,68.7295,1.909,70.6385,13.3749,15.9867,29.3616,100.0001,0,100,201512
480,P & G Hygiene,31/12/2016,68.7295,1.909,70.6385,13.0916,16.27,29.3616,100.0001,0,100,201612
480,P & G Hygiene,31/12/2017,68.7295,1.909,70.6385,13.5073,15.8542,29.3615,100,0,100,201712
502,Vedanta,29/08/2013,54.9383,0.021,54.9593,24.1787,11.1242,35.3029,90.2622,9.7378,100,201308
502,Vedanta,30/06/2002,51,0.01,51.01,16.46,32.53,48.99,100,0,100,200206
502,Vedanta,30/06/2003,51,0.01,51.01,16.98,32.02,49,100.01,0,100,200306
502,Vedanta,30/06/2004,51,0.01,51.01,23.59,25.4,48.99,100,0,100,200406
502,Vedanta,30/06/2005,51,0.01,51.01,15.37,33.63,49,100.01,0,100,200506
502,Vedanta,30/06/2006,51,0.01,51.01,28.44,20.55,48.99,100,0,100,200606
502,Vedanta,30/06/2007,51,0,51,30.78,18.22,49,100,0,100,200706
502,Vedanta,30/06/2008,51.18,0,51.18,30.27,18.55,48.82,100,0,100,200806
502,Vedanta,30/06/2009,53.1,0,53.1,28.68,18.22,46.9,100,0,100,200906
502,Vedanta,30/06/2010,55.73,0,55.73,30.6,13.67,44.27,100,0,100,201006
502,Vedanta,30/06/2011,55.1275,0,55.1275,29.074,15.7986,44.8726,100.0001,0,100,201106
502,Vedanta,30/06/2012,55.1275,0,55.1275,30.525,14.3475,44.8725,100,0,100,201206
502,Vedanta,30/06/2013,55.1275,0,55.1275,31.4852,13.3873,44.8725,100,0,100,201306
502,Vedanta,30/06/2014,57.0411,0.0191,57.0602,24.0682,10.8375,34.9057,91.9659,8.0339,100,201406
502,Vedanta,30/06/2015,59.5058,0.0186,59.5244,23.0674,9.8934,32.9608,92.4852,7.5149,100,201506
502,Vedanta,30/06/2016,62.855,0.0097,62.8647,22.648,14.4873,37.1353,100,0,100,201606
502,Vedanta,30/06/2017,50.1308,0.0061,50.1369,31.0469,18.709,49.7559,99.8928,0.1072,100,201706
502,Vedanta,30/06/2018,50.1307,0.0043,50.135,32.1457,17.4723,49.618,99.753,0.2469,100,201806
502,Vedanta,30/09/2001,51,0.02,51.02,15.58,33.4,48.98,100,0,100,200109
502,Vedanta,30/09/2002,51,0.01,51.01,16.33,32.67,49,100.01,0,100,200209
502,Vedanta,30/09/2003,51,0.01,51.01,19.94,29.05,48.99,100,0,100,200309
502,Vedanta,30/09/2004,51,0.01,51.01,22.21,26.79,49,100.01,0,100,200409
502,Vedanta,30/09/2005,51,0.01,51.01,23.31,25.69,49,100.01,0,100,200509
502,Vedanta,30/09/2006,51,0,51,27.48,21.52,49,100,0,100,200609
502,Vedanta,30/09/2007,51.18,0,51.18,31.12,17.7,48.82,100,0,100,200709
502,Vedanta,30/09/2008,51.18,0,51.18,24.24,24.58,48.82,100,0,100,200809
502,Vedanta,30/09/2009,57.12,0,57.12,27.94,14.94,42.88,100,0,100,200909
502,Vedanta,30/09/2010,55.73,0,55.73,29.96,14.31,44.27,100,0,100,201009
502,Vedanta,30/09/2011,55.1275,0,55.1275,28.9493,15.9232,44.8725,100,0,100,201109
502,Vedanta,30/09/2012,55.1275,0,55.1275,30.9598,13.9127,44.8725,100,0,100,201209
502,Vedanta,30/09/2013,54.9383,0.0203,54.9586,24.5996,11.0561,35.6557,90.6143,9.3856,100,201309
502,Vedanta,30/09/2014,59.1464,0.0191,59.1655,23.0141,10.2155,33.2296,92.3951,7.6048,100,201409
502,Vedanta,30/09/2015,59.5058,0.0186,59.5244,22.9931,9.9058,32.8989,92.4233,7.5768,100,201509
502,Vedanta,30/09/2016,62.855,0.0097,62.8647,23.2412,13.8941,37.1353,100,0,100,201609
502,Vedanta,30/09/2017,50.1308,0.099,50.2298,31.0321,18.4623,49.4944,99.7242,0.2757,100,201709
502,Vedanta,31/03/2001,51,0.02,51.02,14.24,34.74,48.98,100,0,100,200103
502,Vedanta,31/03/2002,51,0.01,51.01,14.72,34.28,49,100.01,0,100,200203
502,Vedanta,31/03/2004,51,0.01,51.01,26.99,22.01,49,100.01,0,100,200403
502,Vedanta,31/03/2005,51,0.01,51.01,18.88,30.11,48.99,100,0,100,200503
502,Vedanta,31/03/2006,51,0.01,51.01,28.22,20.77,48.99,100,0,100,200603
502,Vedanta,31/03/2007,51,0,51,29,19.99,48.99,99.99,0,100,200703
502,Vedanta,31/03/2008,51.18,0,51.18,31.03,17.79,48.82,100,0,100,200803
502,Vedanta,31/03/2009,51.18,0,51.18,24.86,23.96,48.82,100,0,100,200903
502,Vedanta,31/03/2010,57.03,0,57.03,29.99,12.98,42.97,100,0,100,201003
502,Vedanta,31/03/2011,55.1275,0,55.1275,28.6831,16.1895,44.8726,100.0001,0,100,201103
502,Vedanta,31/03/2012,55.1275,0,55.1275,29.7343,15.1382,44.8725,100,0,100,201203
502,Vedanta,31/03/2013,55.1275,0,55.1275,31.4713,13.4013,44.8726,100.0001,0,100,201303
502,Vedanta,31/03/2014,54.9383,0.0203,54.9586,25.4214,11.2174,36.6388,91.5974,8.4026,100,201403
502,Vedanta,31/03/2015,59.5058,0.0191,59.5249,23.01,9.9995,33.0095,92.5344,7.4656,100,201503
502,Vedanta,31/03/2016,62.855,0.0172,62.8722,21.4499,15.6779,37.1278,100,0,100,201603
502,Vedanta,31/03/2017,62.855,0.0085,62.8635,23.3354,13.6667,37.0021,99.8656,0.1344,100,201703
502,Vedanta,31/03/2018,50.1307,0.0043,50.135,31.0745,18.542,49.6165,99.7515,0.2484,100,201803
502,Vedanta,31/12/2001,51,0.02,51.02,14.78,34.21,48.99,100.01,0,100,200112
502,Vedanta,31/12/2002,51,0.01,51.01,14.56,34.44,49,100.01,0,100,200212
502,Vedanta,31/12/2003,51,0.01,51.01,23.69,25.3,48.99,100,0,100,200312
502,Vedanta,31/12/2004,51,0.01,51.01,21.07,27.92,48.99,100,0,100,200412
502,Vedanta,31/12/2005,51,0.01,51.01,25.54,23.45,48.99,100,0,100,200512
502,Vedanta,31/12/2006,51,0,51,30.2,18.8,49,100,0,100,200612
502,Vedanta,31/12/2007,51.18,0,51.18,31.38,17.44,48.82,100,0,100,200712
502,Vedanta,31/12/2008,51.18,0,51.18,24.21,24.61,48.82,100,0,100,200812
502,Vedanta,31/12/2009,57.47,0,57.47,29.31,13.21,42.52,99.99,0,100,200912
502,Vedanta,31/12/2010,55.73,0,55.73,28.84,15.43,44.27,100,0,100,201012
502,Vedanta,31/12/2011,55.1275,0,55.1275,29.8888,14.9838,44.8726,100.0001,0,100,201112
502,Vedanta,31/12/2012,55.1275,0,55.1275,31.5309,13.3416,44.8725,100,0,100,201212
502,Vedanta,31/12/2013,54.9383,0.0203,54.9586,25.3656,11.0264,36.392,91.3506,8.6495,100,201312
502,Vedanta,31/12/2014,59.5059,0.0191,59.525,22.8686,10.1394,33.008,92.533,7.467,100,201412
502,Vedanta,31/12/2015,62.855,0.0186,62.8736,22.5001,14.6263,37.1264,100,0,100,201512
502,Vedanta,31/12/2016,62.855,0.0085,62.8635,23.7973,13.3392,37.1365,100,0,100,201612
502,Vedanta,31/12/2017,50.1308,0.0043,50.1351,31.1042,18.5065,49.6107,99.7458,0.2543,100,201712
508,Shree Cement,30/06/2001,0,56.88,56.88,9.99,33.13,43.12,100,0,100,200106
508,Shree Cement,30/06/2002,0,60.99,60.99,6.79,32.23,39.02,100.01,0,100,200206
508,Shree Cement,30/06/2003,0,65.03,65.03,5.73,29.24,34.97,100,0,100,200306
508,Shree Cement,30/06/2004,0,65.39,65.39,11.42,23.19,34.61,100,0,100,200406
508,Shree Cement,30/06/2005,0,63.72,63.72,13.69,22.59,36.28,100,0,100,200506
508,Shree Cement,30/06/2006,0,63.72,63.72,13.15,23.13,36.28,100,0,100,200606
508,Shree Cement,30/06/2007,0,63.72,63.72,13.74,22.54,36.28,100,0,100,200706
508,Shree Cement,30/06/2008,0,63.72,63.72,14.6,21.68,36.28,100,0,100,200806
508,Shree Cement,30/06/2009,0,65.47,65.47,13.62,20.91,34.53,100,0,100,200906
508,Shree Cement,30/06/2010,0,65.53,65.53,13.34,21.14,34.48,100.01,0,100,201006
508,Shree Cement,30/06/2011,0,64.7803,64.7803,12.0512,23.1685,35.2197,100,0,100,201106
508,Shree Cement,30/06/2012,0,64.7788,64.7788,13.2146,22.0066,35.2212,100,0,100,201206
