CoCode,Company Names,[Year & Month](All),[Shareholding Date](All),[Total Foreign](All),[Total Institutions](All),[Total Govt Holding](All),[Total Non Promoter Corporate Holding](All),[Total Promoters](All),[Total Public & Others](All),[Totals](All)
365,M & M,201103,31/03/2011,32.71,23.58,0.07,10.17,24.9,8.57,100
365,M & M,201203,31/03/2012,35.86,20.65,0.07,9.54,25.26,8.62,100
365,M & M,201303,31/03/2013,44.12,15.46,0.08,7.01,25.18,8.15,100
365,M & M,201403,31/03/2014,45.63,15.77,0.12,5.13,25.29,8.07,100
365,M & M,201503,31/03/2015,43.64,18.33,0.12,4.51,25.65,7.75,100
365,M & M,201603,31/03/2016,43.57,17.96,0.14,5.07,25.44,7.83,100
365,M & M,201703,31/03/2017,40.48,19.95,0.15,5.58,25.27,8.57,100
365,M & M,201803,31/03/2018,38.12,20.08,0.16,6.49,20.45,14.69,100
365,M & M,200007,31/07/2000,42.22,26.31,0.1,17.71,1.22,12.44,100
365,M & M,200107,31/07/2001,34.98,30.69,0.1,18.82,1.2,14.22,100
365,M & M,200112,31/12/2001,21.85,33.39,0,4.1,25.85,14.81,100
365,M & M,200212,31/12/2002,16.73,34.24,0,6.36,26.3,16.38,100
365,M & M,200312,31/12/2003,28.4,29.24,0,4.48,25.87,12.02,100
365,M & M,200412,31/12/2004,32.08,29.59,0,3.34,24.35,10.65,100
365,M & M,200512,31/12/2005,38.65,23.43,0,3.4,23.58,10.94,100
365,M & M,200612,31/12/2006,41.86,21.18,0.09,4.01,22.98,9.88,100
365,M & M,200712,31/12/2007,34.75,26.02,0.09,6.25,22.58,10.33,100
365,M & M,200812,31/12/2008,31.89,26.71,0.09,5.03,26.49,9.81,100
365,M & M,200912,31/12/2009,29.14,27.11,0.08,7.6,27.23,8.84,100
365,M & M,201012,31/12/2010,34.96,24.34,0.08,8.93,22.76,8.93,100
365,M & M,201112,31/12/2011,35.84,20.23,0.07,10.19,25.34,8.34,100
365,M & M,201212,31/12/2012,42.05,16.31,0.09,8.17,25.3,8.08,100
365,M & M,201312,31/12/2013,45.44,15.97,0.12,5.3,25.24,7.93,100
365,M & M,201412,31/12/2014,44.63,17.56,0.11,4.32,25.75,7.63,100
365,M & M,201512,31/12/2015,43.46,18.62,0.13,4.67,25.53,7.6,100
365,M & M,201612,31/12/2016,41.67,18.93,0.14,5.77,25.33,8.16,100
365,M & M,201712,31/12/2017,37.99,19.3,0.16,6.72,20.47,15.37,100
378,Bosch,199706,12/06/1997,51.59,26.58,0,9.76,0.02,12.06,100
378,Bosch,199806,17/06/1998,51.59,26.16,0,10.68,0.01,11.56,100
378,Bosch,199606,18/06/1996,51.71,26.78,0,8.87,0.02,12.63,100
378,Bosch,201610,28/10/2016,7.84,12.07,0,1.56,70.49,8.05,100
378,Bosch,200106,30/06/2001,3.51,27.69,0,1.48,57,10.33,100
378,Bosch,200206,30/06/2002,0.71,26.68,0,1.88,60.55,10.18,100
378,Bosch,200306,30/06/2003,0.84,24.47,0,2.74,60.55,11.41,100
378,Bosch,200406,30/06/2004,3.47,22.92,0,2.67,60.55,10.4,100
378,Bosch,200506,30/06/2005,6.36,21.21,0,2.39,60.55,9.5,100
378,Bosch,200606,30/06/2006,7.19,20.7,0,1.94,60.55,9.63,100
378,Bosch,200706,30/06/2007,6.27,20.83,0,3.21,60.55,9.14,100
378,Bosch,200806,30/06/2008,4.88,15.92,0,1.32,69.73,8.16,100
378,Bosch,200906,30/06/2009,5.09,15.09,0,0.96,71.05,7.81,100
378,Bosch,201006,30/06/2010,5.32,14.87,0,1.24,71.18,7.39,100
378,Bosch,201106,30/06/2011,5.72,13.5,0,2.12,71.18,7.49,100
378,Bosch,201206,30/06/2012,6.41,12.62,0,2.4,71.18,7.39,100
378,Bosch,201306,30/06/2013,7.41,11.53,0,2.67,71.18,7.22,100
378,Bosch,201406,30/06/2014,7.72,11.46,0,2.61,71.18,7.03,100
378,Bosch,201506,30/06/2015,9.11,10.69,0,1.75,71.18,7.29,100
378,Bosch,201606,30/06/2016,7.73,11.63,0,1.57,71.18,7.89,100
378,Bosch,201706,30/06/2017,7.41,12.68,0,1.5,70.49,7.92,100
378,Bosch,201806,30/06/2018,6.95,13.47,0,1.31,70.49,7.8,100
378,Bosch,200109,30/09/2001,3.58,27.65,0,1.44,56.99,10.33,100
378,Bosch,200209,30/09/2002,0.87,26.15,0,1.94,60.55,10.49,100
378,Bosch,200309,30/09/2003,2.18,22.85,0,2.81,60.55,11.62,100
378,Bosch,200409,30/09/2004,3.83,22.71,0,2.77,60.55,10.14,100
378,Bosch,200509,30/09/2005,6.77,21.54,0,2.04,60.55,9.1,100
378,Bosch,200609,30/09/2006,7.79,20.48,0,1.93,60.55,9.24,100
378,Bosch,200709,30/09/2007,4.51,15.95,0,1.3,69.73,8.51,100
378,Bosch,200809,30/09/2008,5.19,15.78,0,1.23,69.73,8.07,100
378,Bosch,200909,30/09/2009,5.2,15.06,0,0.92,71.18,7.65,100
378,Bosch,201009,30/09/2010,5.14,14.7,0,1.6,71.18,7.39,100
378,Bosch,201109,30/09/2011,5.82,13.37,0,2.19,71.18,7.44,100
378,Bosch,201209,30/09/2012,6.42,12.5,0,2.5,71.18,7.4,100
378,Bosch,201309,30/09/2013,7.41,11.73,0,2.61,71.18,7.07,100
378,Bosch,201409,30/09/2014,7.36,11.87,0,2.47,71.18,7.13,100
378,Bosch,201509,30/09/2015,8.73,10.95,0,1.76,71.18,7.39,100
378,Bosch,201609,30/09/2016,7.74,11.77,0,1.5,71.18,7.81,100
378,Bosch,201709,30/09/2017,7.23,12.87,0,1.55,70.49,7.87,100
378,Bosch,201809,30/09/2018,6.89,13.66,0,0,70.49,8.97,100
378,Bosch,200103,31/03/2001,3.56,27.73,0,1.41,57,10.31,100
378,Bosch,200203,31/03/2002,0.69,27.09,0,1.66,60.55,10.01,100
378,Bosch,200303,31/03/2003,0.83,25.45,0,2.21,60.55,10.96,100
378,Bosch,200403,31/03/2004,2.91,22.99,0,2.9,60.55,10.65,100
378,Bosch,200503,31/03/2005,5.1,21.6,0,2.79,60.55,9.96,100
378,Bosch,200603,31/03/2006,7.71,20.52,0,1.97,60.55,9.26,100
378,Bosch,200703,31/03/2007,7.62,20.4,0,2.06,60.55,9.37,100
378,Bosch,200803,31/03/2008,4.71,15.83,0,1.35,69.73,8.38,100
378,Bosch,200903,31/03/2009,5.33,15.32,0,1.15,70.59,7.62,100
378,Bosch,201003,31/03/2010,5.4,14.96,0,1.03,71.18,7.45,100
378,Bosch,201103,31/03/2011,5.25,13.95,0,2.13,71.18,7.49,100
378,Bosch,201203,31/03/2012,6.35,12.71,0,2.31,71.18,7.45,100
378,Bosch,201303,31/03/2013,7.21,11.61,0,2.76,71.18,7.24,100
378,Bosch,201403,31/03/2014,7.53,11.68,0,2.6,71.18,7.03,100
378,Bosch,201503,31/03/2015,9.57,10.52,0,1.57,71.18,7.17,100
378,Bosch,201603,31/03/2016,7.7,11.63,0,1.62,71.18,7.88,100
378,Bosch,201703,31/03/2017,7.38,12.57,0,1.59,70.49,7.99,100
378,Bosch,201803,31/03/2018,6.88,13.43,0,1.38,70.49,7.83,100
378,Bosch,200112,31/12/2001,0.69,27.98,0,3.17,56.99,11.17,100
378,Bosch,200212,31/12/2002,0.87,25.61,0,2.19,60.55,10.79,100
378,Bosch,200312,31/12/2003,2.61,22.7,0,3.14,60.55,11,100
378,Bosch,200412,31/12/2004,4.72,21.95,0,2.71,60.55,10.06,100
378,Bosch,200512,31/12/2005,7.45,20.74,0,2.18,60.55,9.08,100
378,Bosch,200612,31/12/2006,7.74,20.24,0,1.99,60.55,9.49,100
378,Bosch,200712,31/12/2007,4.68,15.92,0,1.3,69.73,8.37,100
378,Bosch,200812,31/12/2008,5.47,15.69,0,1.18,69.79,7.87,100
378,Bosch,200912,31/12/2009,5.3,15.14,0,0.86,71.18,7.53,100
378,Bosch,201012,31/12/2010,5.25,14.45,0,1.73,71.18,7.38,100
378,Bosch,201112,31/12/2011,5.78,13.26,0,2.38,71.18,7.41,100
378,Bosch,201212,31/12/2012,6.73,12.01,0,2.72,71.18,7.36,100
378,Bosch,201312,31/12/2013,7.6,11.7,0,2.56,71.18,6.95,100
378,Bosch,201412,31/12/2014,7.16,11.76,0,2.53,71.18,7.37,100
378,Bosch,201512,31/12/2015,7.73,11.54,0,1.69,71.18,7.87,100
378,Bosch,201612,31/12/2016,7.52,12.29,0,1.6,70.49,8.12,100
378,Bosch,201712,31/12/2017,6.96,13.14,0,1.61,70.49,7.81,100
391,MRF,199703,13/03/1997,10.25,16.79,0,28.27,7.04,37.66,100
391,MRF,200003,16/03/2000,6.35,24.73,0,23.99,7.46,37.47,100
391,MRF,199610,16/10/1996,3.71,16.44,0,31.2,7.42,41.23,100
391,MRF,199803,19/03/1998,11.73,22.62,0,21.57,6.93,37.15,100
391,MRF,200206,30/06/2002,0.54,16.51,0,21.54,25.48,35.93,100
391,MRF,200306,30/06/2003,0.44,15.29,0,22.22,25.44,36.6,100
391,MRF,200406,30/06/2004,0.68,13.95,0,22.55,26.6,36.23,100
391,MRF,200506,30/06/2005,1.05,14.28,0,23.87,26.45,34.34,100
391,MRF,200606,30/06/2006,0.48,13.8,0,24.99,26.43,34.31,100
391,MRF,200706,30/06/2007,0.76,14.18,0,25.28,26.43,33.36,100
391,MRF,200806,30/06/2008,0.86,12.15,0,24.94,26.58,35.48,100
391,MRF,200906,30/06/2009,0.84,11.69,0,24.46,26.66,36.34,100
391,MRF,201006,30/06/2010,1.96,11.89,0,24.42,26.69,35.04,100
391,MRF,201106,30/06/2011,3.77,10.51,0,23.92,26.73,35.07,100
391,MRF,201206,30/06/2012,4.23,10.84,0,25.52,27.2,32.21,100
391,MRF,201306,30/06/2013,4.6,10.85,0,25.59,27.27,31.69,100
391,MRF,201406,30/06/2014,7.85,9.7,0,25.76,27.35,29.35,100
391,MRF,201506,30/06/2015,8.97,9.52,0,24.86,27.34,29.32,100
391,MRF,201606,30/06/2016,8.47,10.5,0,24.4,27.49,29.14,100
391,MRF,201706,30/06/2017,10.17,10.36,0,0,27.4,52.08,100
391,MRF,201806,30/06/2018,7.78,13.82,0,24.24,27.56,26.61,100
391,MRF,200109,30/09/2001,5.83,22.52,0,16,25.05,30.61,100
391,MRF,200209,30/09/2002,0.44,15.85,0,22.08,25.48,36.15,100
391,MRF,200309,30/09/2003,0.68,13.57,0,23.06,25.43,37.26,100
391,MRF,200409,30/09/2004,0.66,13.91,0,22.89,26.54,36,100
391,MRF,200509,30/09/2005,1.25,14.49,0,24.27,26.15,33.84,100
391,MRF,200609,30/09/2006,0.53,13.32,0,25.27,26.4,34.48,100
391,MRF,200709,30/09/2007,0.79,14.16,0,25.49,26.6,32.97,100
391,MRF,200809,30/09/2008,0.97,11.88,0,25,26.58,35.57,100
391,MRF,200909,30/09/2009,0.88,11.25,0,24.6,26.69,36.58,100
391,MRF,201009,30/09/2010,2.45,11.47,0,24.96,26.69,34.43,100
391,MRF,201109,30/09/2011,2.73,11.92,0,24.06,26.86,34.43,100
391,MRF,201209,30/09/2012,4.96,10.23,0,24.96,26.95,32.91,100
391,MRF,201309,30/09/2013,4.54,11.03,0,25.68,27.31,31.45,100
391,MRF,201409,30/09/2014,7.64,10.02,0,25.66,27.3,29.39,100
391,MRF,201509,30/09/2015,8.73,10.32,0,24.74,27.37,28.84,100
391,MRF,201609,30/09/2016,9.33,10.51,0,24.83,27.49,27.85,100
391,MRF,201709,30/09/2017,8.16,11.68,0,24.31,27.5,28.37,100
391,MRF,201809,30/09/2018,6.99,14.38,0,0,27.62,51.02,100
391,MRF,200103,31/03/2001,6.46,23,0,16.51,25.34,28.69,100
391,MRF,200203,31/03/2002,0.71,16.88,0,21.7,25.19,35.52,100
391,MRF,200303,31/03/2003,0.44,16.06,0,21.78,25.44,36.29,100
391,MRF,200403,31/03/2004,0.68,13.52,0,23.23,25.86,36.7,100
391,MRF,200503,31/03/2005,1.12,13.79,0,23.92,26.46,34.71,100
391,MRF,200603,31/03/2006,1.1,14.1,0,24.36,26.34,34.1,100
391,MRF,200703,31/03/2007,0.72,14.13,0,25.19,26.43,33.54,100
391,MRF,200803,31/03/2008,0.86,11.99,0,25.07,26.4,35.68,100
391,MRF,200903,31/03/2009,0.95,12.28,0,24.54,26.63,35.61,100
391,MRF,201003,31/03/2010,7.3,5.43,0.08,24.55,26.71,35.93,100
391,MRF,201103,31/03/2011,2.97,11,0,24.14,26.76,35.13,100
391,MRF,201203,31/03/2012,3.5,10.59,0,24.99,26.97,33.95,100
391,MRF,201303,31/03/2013,4.33,10.74,0,25.44,27.21,32.28,100
391,MRF,201403,31/03/2014,6.98,10.35,0,25.31,27.34,30.02,100
391,MRF,201503,31/03/2015,9.45,9.14,0,26.29,27.32,27.8,100
391,MRF,201603,31/03/2016,8.49,10.89,0,24.33,27.49,28.8,100
391,MRF,201703,31/03/2017,10.07,10.52,0,0,27.37,52.05,100
391,MRF,201803,31/03/2018,8.15,13.3,0,24.18,27.54,26.84,100
391,MRF,200112,31/12/2001,1.34,17.21,0,22.38,25.03,34.04,100
391,MRF,200212,31/12/2002,0.43,15.79,0,22.1,25.48,36.21,100
391,MRF,200312,31/12/2003,0.69,13.56,0,23.5,25.46,36.8,100
391,MRF,200412,31/12/2004,0.68,13.27,0,23.73,26.52,35.8,100
391,MRF,200512,31/12/2005,1.08,14.18,0,23.84,26.65,34.25,100
391,MRF,200612,31/12/2006,0.91,13.46,0,25.1,26.39,34.15,100
391,MRF,200712,31/12/2007,0.79,11.99,0,25.82,26.54,34.87,100
391,MRF,200812,31/12/2008,0.97,12.26,0,24.63,26.61,35.54,100
391,MRF,200912,31/12/2009,0.93,10.6,0,25.33,26.7,36.44,100
391,MRF,201012,31/12/2010,3.43,11.2,0,24.19,26.74,34.44,100
391,MRF,201112,31/12/2011,2.44,12.01,0,23.75,27.03,34.77,100
391,MRF,201212,31/12/2012,4.37,10.47,0,25.91,27.17,32.09,100
391,MRF,201312,31/12/2013,5.57,10.92,0,25.57,27.32,30.62,100
391,MRF,201412,31/12/2014,8.75,9.38,0,25.65,27.22,29.01,100
391,MRF,201512,31/12/2015,8.58,11.25,0,24.18,27.41,28.59,100
391,MRF,201612,31/12/2016,9.74,10.96,0,0,27.52,51.79,100
391,MRF,201712,31/12/2017,8.22,12.7,0,24.43,27.51,27.15,100
412,Piramal Enterp.,199607,01/07/1996,17.03,19.67,0,43.1,3.56,16.65,100
412,Piramal Enterp.,201803,08/03/2018,29.84,3.97,0.3,0,51.39,14.5,100
412,Piramal Enterp.,199710,14/10/1997,4.28,25.05,0,46.29,7.83,16.56,100
412,Piramal Enterp.,201103,29/03/2011,21.07,5.94,0,6.6,53.31,13.09,100
412,Piramal Enterp.,200106,30/06/2001,5.43,9.77,0,2.16,54.51,28.14,100
412,Piramal Enterp.,200206,30/06/2002,17.75,10.69,0,2.58,51.35,17.64,100
412,Piramal Enterp.,200306,30/06/2003,15.98,9.97,0,3.86,51.31,18.89,100
412,Piramal Enterp.,200406,30/06/2004,21.18,8.95,0,2.78,51.14,15.94,100
412,Piramal Enterp.,200506,30/06/2005,27.12,5.56,0,2.13,50.78,14.43,100
412,Piramal Enterp.,200606,30/06/2006,12.81,7.46,0,16.22,50.41,13.11,100
412,Piramal Enterp.,200706,30/06/2007,15.33,8.06,0,15.15,49.97,11.49,100
412,Piramal Enterp.,200806,30/06/2008,24.64,7.95,0,6.72,49.26,11.44,100
412,Piramal Enterp.,200906,30/06/2009,23.35,10.36,0,5.42,49.56,11.32,100
412,Piramal Enterp.,201006,30/06/2010,24.1,6.52,0,6.66,52.1,10.61,100
412,Piramal Enterp.,201106,30/06/2011,25.04,5.99,0,2.33,53.32,13.31,100
412,Piramal Enterp.,201206,30/06/2012,25.12,5.99,0,2.44,53.06,13.4,100
412,Piramal Enterp.,201306,30/06/2013,28.24,4.63,0,2.06,53,12.09,100
412,Piramal Enterp.,201406,30/06/2014,29.36,3.92,0,1.52,52.91,12.3,100
412,Piramal Enterp.,201506,30/06/2015,30.32,3.4,0,1.37,52.83,12.07,100
412,Piramal Enterp.,201606,30/06/2016,27.77,3.4,0,4.1,51.58,13.16,100
412,Piramal Enterp.,201706,30/06/2017,30.57,3.61,0,1.31,51.43,13.08,100
412,Piramal Enterp.,201806,30/06/2018,29.59,4.4,0,1.56,50.77,13.68,100
412,Piramal Enterp.,200109,30/09/2001,20.21,9.56,0,2.21,54.57,13.45,100
412,Piramal Enterp.,200209,30/09/2002,17.46,10.8,0,2.54,51.31,17.89,100
412,Piramal Enterp.,200309,30/09/2003,17.42,8.36,0,3.81,51.31,19.1,100
412,Piramal Enterp.,200409,30/09/2004,21.9,9.23,0,2.67,51.1,15.1,100
412,Piramal Enterp.,200509,30/09/2005,27.57,5.91,0,2.43,50.87,13.21,100
412,Piramal Enterp.,200609,30/09/2006,12.69,7.96,0,16.27,50.32,12.77,100
412,Piramal Enterp.,200709,30/09/2007,15.97,7.61,0,15.16,49.95,11.31,100
412,Piramal Enterp.,200809,30/09/2008,25.04,8.09,0,5.94,49.56,11.38,100
412,Piramal Enterp.,200909,30/09/2009,25.01,9.37,0,5.13,49.48,11.01,100
412,Piramal Enterp.,201009,30/09/2010,21.6,6.94,0,7.71,52,11.75,100
412,Piramal Enterp.,201109,30/09/2011,24.16,6.17,0,2.59,53.32,13.75,100
412,Piramal Enterp.,201209,30/09/2012,25.91,5.51,0,2.38,53.05,13.17,100
412,Piramal Enterp.,201309,30/09/2013,29,4.42,0,1.89,52.97,11.73,100
412,Piramal Enterp.,201409,30/09/2014,29.5,3.88,0,1.46,52.9,12.27,100
412,Piramal Enterp.,201509,30/09/2015,30.37,3.38,0,1.43,52.82,12.01,100
412,Piramal Enterp.,201609,30/09/2016,27.74,3.54,0,3.95,51.47,13.31,100
412,Piramal Enterp.,201709,30/09/2017,29.95,3.92,0,1.54,51.41,13.19,100
412,Piramal Enterp.,201809,30/09/2018,29.01,4.88,0,1.66,50.66,13.78,100
412,Piramal Enterp.,200103,31/03/2001,19.97,9.75,0,2.26,54.41,13.6,100
412,Piramal Enterp.,200203,31/03/2002,17.69,11.26,0,2.79,50.25,18.01,100
412,Piramal Enterp.,200303,31/03/2003,16.54,11.19,0,2.67,51.31,18.29,100
412,Piramal Enterp.,200403,31/03/2004,19.77,9.49,0,2.87,51.16,16.71,100
412,Piramal Enterp.,200503,31/03/2005,26.25,6.2,0,2.31,50.81,14.43,100
412,Piramal Enterp.,200603,31/03/2006,27.33,7.14,0,2.33,50.42,12.78,100
412,Piramal Enterp.,200703,31/03/2007,14.37,7.26,0,16.13,50.09,12.16,100
412,Piramal Enterp.,200803,31/03/2008,23.81,8.99,0,6.34,49.82,11.05,100
412,Piramal Enterp.,200903,31/03/2009,21.79,10.64,0,6.08,49.58,11.92,100
412,Piramal Enterp.,201003,31/03/2010,26.22,8.76,0,5.65,49.24,10.13,100
412,Piramal Enterp.,201103,31/03/2011,21.07,5.94,0,6.6,53.31,13.09,100
412,Piramal Enterp.,201203,31/03/2012,24.34,6.29,0,2.46,53.07,13.83,100
412,Piramal Enterp.,201303,31/03/2013,27.88,4.67,0,2.13,52.98,12.35,100
412,Piramal Enterp.,201403,31/03/2014,29.41,3.96,0,1.44,52.94,12.24,100
412,Piramal Enterp.,201503,31/03/2015,30.29,3.46,0,1.35,52.85,12.06,100
412,Piramal Enterp.,201603,31/03/2016,27.34,3.5,0,4.05,51.58,13.54,100
412,Piramal Enterp.,201703,31/03/2017,30.55,3.57,0,1.32,51.43,13.14,100
412,Piramal Enterp.,201803,31/03/2018,30.01,3.83,0,1.46,51.38,13.32,100
412,Piramal Enterp.,200112,31/12/2001,19.16,10.2,0,2.27,54.55,13.82,100
412,Piramal Enterp.,200212,31/12/2002,17.46,10.63,0,2.68,51.31,17.92,100
412,Piramal Enterp.,200312,31/12/2003,18.58,9.67,0,3.08,51.22,17.46,100
412,Piramal Enterp.,200412,31/12/2004,24.81,7.86,0,2.26,50.85,14.23,100
412,Piramal Enterp.,200512,31/12/2005,27.44,6.7,0,2.55,50.51,12.79,100
412,Piramal Enterp.,200612,31/12/2006,13.98,7.59,0,16.06,50.22,12.15,100
412,Piramal Enterp.,200712,31/12/2007,22.84,9.24,0,7.06,49.87,10.99,100
412,Piramal Enterp.,200812,31/12/2008,24.39,9.26,0,5.86,49.57,10.93,100
412,Piramal Enterp.,200912,31/12/2009,25.36,8.79,0,5.7,49.39,10.77,100
412,Piramal Enterp.,201012,31/12/2010,21.34,6.22,0,6.5,53.32,12.63,100
412,Piramal Enterp.,201112,31/12/2011,23.72,6.4,0,2.38,53.08,14.42,100
412,Piramal Enterp.,201212,31/12/2012,26.9,5.16,0,2.22,52.99,12.74,100
412,Piramal Enterp.,201312,31/12/2013,29.31,4.23,0,1.72,52.95,11.79,100
412,Piramal Enterp.,201412,31/12/2014,29.57,3.89,0,1.47,52.86,12.22,100
412,Piramal Enterp.,201512,31/12/2015,30.16,3.34,0,1.54,52.76,12.2,100
412,Piramal Enterp.,201612,31/12/2016,30.39,3.52,0,1.42,51.44,13.23,100
412,Piramal Enterp.,201712,31/12/2017,29.78,4.05,0,1.5,51.34,13.32,100
476,Reliance Inds.,199508,03/08/1995,16.26,19.1,0.11,34.05,1.82,28.65,100
476,Reliance Inds.,200006,13/06/2000,22.22,15.5,0.23,41.95,1.54,18.55,100
476,Reliance Inds.,201709,13/09/2017,26.38,11.29,0.14,2.69,46.21,13.29,100
476,Reliance Inds.,199607,18/07/1996,22.13,19.16,0.01,29.5,1.82,27.38,100
476,Reliance Inds.,199706,26/06/1997,23.95,16.93,0.01,32.21,1.82,25.09,100
476,Reliance Inds.,199806,26/06/1998,27.75,17.33,0.28,29.95,1.79,22.9,100
476,Reliance Inds.,200106,30/06/2001,24.5,14.92,0,1.92,43.24,15.42,100
476,Reliance Inds.,200206,30/06/2002,25.84,13.49,0,1.75,43.73,15.19,100
476,Reliance Inds.,200306,30/06/2003,23.42,12.04,0,1.3,46.68,16.56,100
476,Reliance Inds.,200406,30/06/2004,28.99,9.19,0,1.4,46.67,13.75,100
476,Reliance Inds.,200506,30/06/2005,31.77,7.57,0,1.59,46.75,12.33,100
476,Reliance Inds.,200606,30/06/2006,24.64,7.88,0.08,4.36,49.83,13.22,100
476,Reliance Inds.,200706,30/06/2007,24.39,7.65,0.28,4.3,50.98,12.41,100
476,Reliance Inds.,200806,30/06/2008,21.84,8.87,0.23,5.31,51.37,12.38,100
476,Reliance Inds.,200906,30/06/2009,20.29,9.13,0.21,4.56,49.03,16.77,100
476,Reliance Inds.,201006,30/06/2010,21.64,10.58,0.15,4.95,44.76,17.93,100
476,Reliance Inds.,201106,30/06/2011,21.89,10.68,0.1,4.87,44.72,17.76,100
476,Reliance Inds.,201206,30/06/2012,21.04,11.1,0.1,5.04,45.15,17.59,100
476,Reliance Inds.,201306,30/06/2013,21.49,11.49,0.1,4.61,45.33,16.98,100
476,Reliance Inds.,201406,30/06/2014,23.87,10.82,0.11,3.71,45.29,16.2,100
476,Reliance Inds.,201506,30/06/2015,22.94,12.5,0.12,3.23,45.23,15.97,100
476,Reliance Inds.,201606,30/06/2016,23.23,12.84,0.13,2.99,45.12,15.69,100
476,Reliance Inds.,201706,30/06/2017,26.17,10.93,0.14,2.6,45,15.17,100
476,Reliance Inds.,201806,30/06/2018,26.92,11.16,0.16,2.55,46.18,13.02,100
476,Reliance Inds.,200109,30/09/2001,23.93,14.83,0,2.48,43.29,15.47,100
476,Reliance Inds.,200209,30/09/2002,26.35,13,0,1.65,43.71,15.29,100
476,Reliance Inds.,200309,30/09/2003,26.27,10.43,0,1.2,46.67,15.44,100
476,Reliance Inds.,200409,30/09/2004,29.85,8.76,0,1.23,46.67,13.48,100
476,Reliance Inds.,200509,30/09/2005,30.09,7.56,0,3.16,46.75,12.45,100
476,Reliance Inds.,200609,30/09/2006,24.86,7.97,0.08,4.32,49.92,12.85,100
476,Reliance Inds.,200709,30/09/2007,24.91,7.34,0.28,4.27,50.98,12.22,100
476,Reliance Inds.,200809,30/09/2008,21.87,9.07,0.23,4.87,44.8,19.16,100
476,Reliance Inds.,200909,30/09/2009,20.49,9.8,0.21,4.97,46.34,18.2,100
476,Reliance Inds.,201009,30/09/2010,21.38,10.18,0.15,5.1,44.74,18.45,100
476,Reliance Inds.,201109,30/09/2011,21.58,10.97,0.1,4.95,44.71,17.7,100
476,Reliance Inds.,201209,30/09/2012,21.78,10.79,0.1,4.77,45.24,17.32,100
476,Reliance Inds.,201309,30/09/2013,21.76,11.74,0.1,4.38,45.31,16.72,100
476,Reliance Inds.,201409,30/09/2014,23.38,11.2,0.12,3.72,45.27,16.32,100
476,Reliance Inds.,201509,30/09/2015,22.46,12.97,0.13,3.27,45.21,15.98,100
476,Reliance Inds.,201609,30/09/2016,24.29,12.33,0.13,2.68,45.12,15.47,100
476,Reliance Inds.,201709,30/09/2017,26.52,11.22,0.14,2.66,46.21,13.25,100
476,Reliance Inds.,200103,31/03/2001,24.02,14.98,0,1.88,43.24,15.88,100
476,Reliance Inds.,200203,31/03/2002,25.34,13.44,0,2.04,43.77,15.41,100
476,Reliance Inds.,200303,31/03/2003,21.4,13.11,0,1.67,46.52,17.29,100
476,Reliance Inds.,200403,31/03/2004,29.62,8.77,0,1.34,46.67,13.6,100
476,Reliance Inds.,200503,31/03/2005,30.94,8.12,0,1.58,46.76,12.61,100
476,Reliance Inds.,200603,31/03/2006,26.7,7.5,0,4.3,47.9,13.59,100
476,Reliance Inds.,200703,31/03/2007,23.91,7.97,0.26,4.27,50.98,12.61,100
476,Reliance Inds.,200803,31/03/2008,22.34,8.6,0.26,4.97,51.37,12.47,100
476,Reliance Inds.,200903,31/03/2009,20.12,9.02,0.21,4.54,49.03,17.07,100
476,Reliance Inds.,201003,31/03/2010,22.03,10.49,0.17,4.63,44.76,17.91,100
476,Reliance Inds.,201103,31/03/2011,22.15,10.69,0.1,4.53,44.72,17.81,100
476,Reliance Inds.,201203,31/03/2012,21.7,10.61,0.1,5.25,44.75,17.59,100
476,Reliance Inds.,201303,31/03/2013,21.97,10.9,0.1,4.65,45.34,17.04,100
476,Reliance Inds.,201403,31/03/2014,22.68,11.14,0.11,4.06,45.3,16.73,100
476,Reliance Inds.,201503,31/03/2015,22.66,12.45,0.12,3.32,45.25,16.21,100
476,Reliance Inds.,201603,31/03/2016,23.1,12.71,0.13,3.24,45.15,15.67,100
476,Reliance Inds.,201703,31/03/2017,25.32,11.51,0.13,2.63,45,15.41,100
476,Reliance Inds.,201803,31/03/2018,26.99,10.94,0.14,2.6,46.19,13.14,100
476,Reliance Inds.,200112,31/12/2001,25.32,14.03,0,2.05,43.29,15.31,100
476,Reliance Inds.,200212,31/12/2002,21.01,13.3,0,1.97,45.89,17.84,100
476,Reliance Inds.,200312,31/12/2003,29.11,9.01,0,1.17,46.67,14.04,100
476,Reliance Inds.,200412,31/12/2004,29.94,8.68,0,1.67,46.67,13.05,100
476,Reliance Inds.,200512,31/12/2005,28.95,7.28,0,3.67,47.26,12.85,100
476,Reliance Inds.,200612,31/12/2006,24.37,7.88,0.26,4.24,50.62,12.63,100
476,Reliance Inds.,200712,31/12/2007,23.28,8.14,0.27,4.89,51.03,12.38,100
476,Reliance Inds.,200812,31/12/2008,19.97,8.81,0.21,4.65,49.03,17.33,100
476,Reliance Inds.,200912,31/12/2009,21.26,9.63,0.2,4.48,46.57,17.86,100
476,Reliance Inds.,201012,31/12/2010,22.21,10.36,0.11,4.69,44.73,17.91,100
476,Reliance Inds.,201112,31/12/2011,21.21,11.25,0.1,5.18,44.71,17.56,100
476,Reliance Inds.,201212,31/12/2012,21.89,10.8,0.1,4.72,45.34,17.15,100
