CoCode,Company Names,[Year & Month](All),[Shareholding Date](All),[Total Foreign](All),[Total Institutions](All),[Total Govt Holding](All),[Total Non Promoter Corporate Holding](All),[Total Promoters](All),[Total Public & Others](All),[Totals](All)
31,Ashok Leyland,199609,03/09/1996,65.54,23,0.09,1.86,0.01,9.5,100
31,Ashok Leyland,199601,05/01/1996,65.06,24.36,0.09,0.9,0,9.58,100
31,Ashok Leyland,199809,04/09/1998,62.53,25.75,0.09,1.01,0,10.62,100
31,Ashok Leyland,201407,04/07/2014,34.23,12.79,0.08,4.13,38.82,9.96,100
31,Ashok Leyland,201706,13/06/2017,25.56,9.15,0.08,2.46,51.29,11.46,100
31,Ashok Leyland,199909,16/09/1999,60.75,28.81,0.09,1.28,0,9.07,100
31,Ashok Leyland,199708,26/08/1997,65.06,23.46,0.09,1.76,0,9.62,100
31,Ashok Leyland,200005,30/05/2000,54.19,22.09,0.09,0.24,0,23.39,100
31,Ashok Leyland,200106,30/06/2001,9.75,26.77,0,1.35,50.94,11.2,100
31,Ashok Leyland,200206,30/06/2002,11.92,24.68,0,1.91,50.94,10.55,100
31,Ashok Leyland,200306,30/06/2003,12.29,24.66,0,1.63,50.94,10.48,100
31,Ashok Leyland,200406,30/06/2004,11.08,26.99,0,1.59,50.94,9.41,100
31,Ashok Leyland,200506,30/06/2005,8.57,24.13,0,2.8,50.94,13.56,100
31,Ashok Leyland,200606,30/06/2006,24.94,19.93,0.09,2.58,39.21,13.26,100
31,Ashok Leyland,200706,30/06/2007,29.47,17.81,0.08,1.94,38.8,11.9,100
31,Ashok Leyland,200806,30/06/2008,27.05,18.01,0.08,2.44,38.61,13.81,100
31,Ashok Leyland,200906,30/06/2009,25.34,19.6,0.08,2.64,38.61,13.74,100
31,Ashok Leyland,201006,30/06/2010,27.91,19.34,0.08,4.51,38.61,9.55,100
31,Ashok Leyland,201106,30/06/2011,27.93,16.5,0.08,5.85,38.61,11.03,100
31,Ashok Leyland,201206,30/06/2012,30.14,14.05,0.08,6.83,38.61,10.28,100
31,Ashok Leyland,201306,30/06/2013,31.54,12.72,0.08,6.42,38.61,10.63,100
31,Ashok Leyland,201406,30/06/2014,30.77,12.57,0.08,4.41,41.52,10.65,100
31,Ashok Leyland,201506,30/06/2015,32.92,12.28,0.08,4.32,38.82,11.59,100
31,Ashok Leyland,201606,30/06/2016,26.64,9.5,0.08,3.11,50.38,10.3,100
31,Ashok Leyland,201706,30/06/2017,25.95,9.45,0.08,2.2,51.29,11.04,100
31,Ashok Leyland,201806,30/06/2018,25.79,10.13,0.08,2.2,51.13,10.68,100
31,Ashok Leyland,200109,30/09/2001,9.85,27.1,0,1.26,50.94,10.85,100
31,Ashok Leyland,200209,30/09/2002,12.95,23.99,0,1.84,50.94,10.29,100
31,Ashok Leyland,200309,30/09/2003,10.64,26.52,0,1.85,50.94,10.06,100
31,Ashok Leyland,200409,30/09/2004,8.27,24.36,0,3.09,50.94,13.35,100
31,Ashok Leyland,200509,30/09/2005,9.73,23.18,0,2.84,50.94,13.33,100
31,Ashok Leyland,200609,30/09/2006,25.37,19.55,0.09,2.65,39.21,13.13,100
31,Ashok Leyland,200709,30/09/2007,30.28,17.25,0.08,2.08,38.61,11.71,100
31,Ashok Leyland,200809,30/09/2008,27.22,18.06,0.08,2.39,38.61,13.65,100
31,Ashok Leyland,200909,30/09/2009,26.07,20.8,0.08,2.47,38.61,11.98,100
31,Ashok Leyland,201009,30/09/2010,29.33,17.69,0.08,4.62,38.61,9.67,100
31,Ashok Leyland,201109,30/09/2011,30.55,15.32,0.08,4.67,38.61,10.76,100
31,Ashok Leyland,201209,30/09/2012,29.24,14.23,0.08,6.58,38.61,11.26,100
31,Ashok Leyland,201309,30/09/2013,30.54,12.3,0.08,5.87,38.61,12.6,100
31,Ashok Leyland,201409,30/09/2014,34.33,13.17,0.08,3.66,38.82,9.94,100
31,Ashok Leyland,201509,30/09/2015,36.09,11.02,0.08,3.91,38.82,10.09,100
31,Ashok Leyland,201609,30/09/2016,25.28,8.64,0.08,3.04,50.38,12.58,100
31,Ashok Leyland,201709,30/09/2017,26.28,10.46,0.08,1.53,51.29,10.36,100
31,Ashok Leyland,201809,30/09/2018,25.97,10.37,0.09,0,45.35,18.23,100
31,Ashok Leyland,199703,31/03/1997,65.54,24.21,0.09,0.65,0,9.5,100
31,Ashok Leyland,200103,31/03/2001,8.72,25.98,0,1.52,50.94,12.85,100
31,Ashok Leyland,200203,31/03/2002,11.49,25.84,0,1.13,50.94,10.61,100
31,Ashok Leyland,200303,31/03/2003,12.16,27.02,0,1.7,50.94,8.18,100
31,Ashok Leyland,200403,31/03/2004,10.63,26.73,0,1.81,50.94,9.89,100
31,Ashok Leyland,200503,31/03/2005,9.15,22.32,0,3.28,50.94,14.31,100
31,Ashok Leyland,200603,31/03/2006,17.82,19.28,0,1.82,49.59,11.5,100
31,Ashok Leyland,200703,31/03/2007,26.14,20.48,0.08,2.53,38.8,11.96,100
31,Ashok Leyland,200803,31/03/2008,26.93,17.44,0.08,2.54,38.61,14.4,100
31,Ashok Leyland,200903,31/03/2009,24.96,18.95,0.08,2.84,38.61,14.57,100
31,Ashok Leyland,201003,31/03/2010,27.66,19.88,0.08,3.67,38.61,10.1,100
31,Ashok Leyland,201103,31/03/2011,27.52,16.83,0.08,6.76,38.61,10.2,100
31,Ashok Leyland,201203,31/03/2012,30.58,14.65,0.08,5.41,38.61,10.67,100
31,Ashok Leyland,201303,31/03/2013,31.35,13.05,0.08,6.31,38.61,10.61,100
31,Ashok Leyland,201403,31/03/2014,26.63,13.21,0.08,6.23,41.52,12.33,100
31,Ashok Leyland,201503,31/03/2015,34.54,11.98,0.08,4.7,38.82,9.89,100
31,Ashok Leyland,201603,31/03/2016,25.52,9.89,0.08,3.49,50.38,10.64,100
31,Ashok Leyland,201703,31/03/2017,24.81,9.78,0.08,2.81,50.38,12.14,100
31,Ashok Leyland,201803,31/03/2018,25.57,11.08,0.08,2.11,51.27,9.91,100
31,Ashok Leyland,200012,31/12/2000,12.58,24.25,0,1.73,50.94,10.51,100
31,Ashok Leyland,200112,31/12/2001,9.38,27.35,0,1.4,50.94,10.93,100
31,Ashok Leyland,200212,31/12/2002,12.58,24.25,0,1.73,50.94,10.51,100
31,Ashok Leyland,200312,31/12/2003,11.19,26.41,0,2.18,50.94,9.29,100
31,Ashok Leyland,200412,31/12/2004,8.21,23.8,0,3.31,50.94,13.75,100
31,Ashok Leyland,200512,31/12/2005,10.07,21.83,0,2.93,50.94,14.24,100
31,Ashok Leyland,200612,31/12/2006,26.21,20.32,0.08,2.2,38.81,12.37,100
31,Ashok Leyland,200712,31/12/2007,29.59,15.9,0.08,3.44,38.61,12.38,100
31,Ashok Leyland,200812,31/12/2008,23.97,18.74,0.08,3.4,38.61,15.21,100
31,Ashok Leyland,200912,31/12/2009,27.72,19.36,0.08,3.69,38.61,10.55,100
31,Ashok Leyland,201012,31/12/2010,29.19,16.38,0.08,5.71,38.61,10.04,100
31,Ashok Leyland,201112,31/12/2011,29.96,15.76,0.08,4.82,38.61,10.78,100
31,Ashok Leyland,201212,31/12/2012,31.36,13.6,0.08,6.03,38.61,10.32,100
31,Ashok Leyland,201312,31/12/2013,27.76,12.24,0.08,6.3,40.89,12.72,100
31,Ashok Leyland,201412,31/12/2014,33.51,13.16,0.08,4.32,38.82,10.11,100
31,Ashok Leyland,201512,31/12/2015,25.52,10.49,0.08,2.97,50.38,10.56,100
31,Ashok Leyland,201612,31/12/2016,25.71,8.82,0.08,2.91,50.38,12.09,100
31,Ashok Leyland,201712,31/12/2017,25.15,11.44,0.08,1.87,51.27,10.2,100
34,Asian Paints,199608,05/08/1996,10.2,11.54,0,41.06,12.75,24.45,100
34,Asian Paints,199708,08/08/1997,9.77,16.54,0,37.26,12.5,23.93,100
34,Asian Paints,199808,06/08/1998,8.2,23.26,0,33.7,10.64,24.21,100
34,Asian Paints,199907,15/07/1999,6.47,24.65,0,34.58,10.89,23.41,100
34,Asian Paints,200207,26/07/2002,20.64,15.46,0,1.04,42.56,20.3,100
34,Asian Paints,200106,30/06/2001,15.49,20.26,0,0.73,43,20.52,100
34,Asian Paints,200206,30/06/2002,19.93,15.99,0,1.19,42.49,20.41,100
34,Asian Paints,200306,30/06/2003,21.71,14.43,0,1.04,42.64,20.19,100
34,Asian Paints,200406,30/06/2004,20.82,16.77,0,0.97,42.8,18.65,100
34,Asian Paints,200506,30/06/2005,24.11,14.87,0,1.06,42.86,17.09,100
34,Asian Paints,200606,30/06/2006,21.26,12.48,0,2.25,47.8,16.22,100
34,Asian Paints,200706,30/06/2007,22.45,11.09,0,3.07,47.81,15.59,100
34,Asian Paints,200806,30/06/2008,17.07,12.02,0,6.36,49.49,15.07,100
34,Asian Paints,200906,30/06/2009,15.94,14.01,0,5.56,49.98,14.5,100
34,Asian Paints,201006,30/06/2010,17.24,12.3,0,5.84,50.62,14,100
34,Asian Paints,201106,30/06/2011,18.96,9.19,0,5.67,52.65,13.54,100
34,Asian Paints,201206,30/06/2012,19.63,8.69,0,5.76,52.79,13.13,100
34,Asian Paints,201306,30/06/2013,20.88,7.85,0,5.84,52.79,12.65,100
34,Asian Paints,201406,30/06/2014,19.66,9.24,0,5.79,52.79,12.52,100
34,Asian Paints,201506,30/06/2015,18.4,9.84,0,5.8,52.79,13.16,100
34,Asian Paints,201606,30/06/2016,20.15,7.46,0.07,6.67,52.79,12.87,100
34,Asian Paints,201706,30/06/2017,18.79,8.41,0.11,6.71,52.79,13.19,100
34,Asian Paints,201806,30/06/2018,15.89,11.92,0.1,6.46,52.79,12.84,100
34,Asian Paints,200109,30/09/2001,16.29,19.9,0,0.93,42.61,20.29,100
34,Asian Paints,200209,30/09/2002,20.84,15.41,0,1,42.59,20.16,100
34,Asian Paints,200309,30/09/2003,22.48,13.68,0,1.08,42.8,19.96,100
34,Asian Paints,200409,30/09/2004,21.08,16.56,0,1.04,42.84,18.48,100
34,Asian Paints,200509,30/09/2005,24.43,14.15,0,1.86,42.84,16.71,100
34,Asian Paints,200609,30/09/2006,21.01,12.61,0,2.43,47.8,16.15,100
34,Asian Paints,200709,30/09/2007,21.04,11.43,0,2.99,48.95,15.59,100
34,Asian Paints,200809,30/09/2008,17.21,12.08,0,6.18,50.15,14.38,100
34,Asian Paints,200909,30/09/2009,16.36,13.73,0,5.65,49.95,14.32,100
34,Asian Paints,201009,30/09/2010,16.69,10.95,0,6.6,52.01,13.74,100
34,Asian Paints,201109,30/09/2011,19.25,8.93,0,5.61,52.78,13.44,100
34,Asian Paints,201209,30/09/2012,19.6,8.84,0,5.73,52.79,13.04,100
34,Asian Paints,201309,30/09/2013,20.52,8.31,0,5.79,52.79,12.6,100
34,Asian Paints,201409,30/09/2014,19.54,9.17,0,5.88,52.79,12.62,100
34,Asian Paints,201509,30/09/2015,18.76,9.51,0,5.83,52.79,13.11,100
34,Asian Paints,201609,30/09/2016,20.5,7.11,0.07,6.82,52.79,12.72,100
34,Asian Paints,201709,30/09/2017,17.98,9.42,0.1,6.63,52.79,13.08,100
34,Asian Paints,200103,31/03/2001,13.67,20.75,0,0.69,44.13,20.76,100
34,Asian Paints,200203,31/03/2002,18.65,16.91,0,1.6,42.45,20.39,100
34,Asian Paints,200303,31/03/2003,21.25,15.26,0,0.97,42.6,19.92,100
34,Asian Paints,200403,31/03/2004,21.76,15.46,0,1.03,42.91,18.85,100
34,Asian Paints,200503,31/03/2005,23.42,15.39,0,0.93,42.86,17.4,100
34,Asian Paints,200603,31/03/2006,22.23,12.24,0,2,47.23,16.31,100
34,Asian Paints,200703,31/03/2007,22.37,11.12,0,2.89,47.82,15.8,100
34,Asian Paints,200803,31/03/2008,17.07,11.02,0,7.1,49.47,15.33,100
34,Asian Paints,200903,31/03/2009,15.19,14.51,0,5.67,49.98,14.65,100
34,Asian Paints,201003,31/03/2010,17.15,12.49,0,5.73,50.53,14.1,100
34,Asian Paints,201103,31/03/2011,16.16,11.56,0,6.24,52.34,13.7,100
34,Asian Paints,201203,31/03/2012,19.45,8.84,0,5.66,52.79,13.27,100
34,Asian Paints,201303,31/03/2013,20.94,7.86,0,5.8,52.79,12.62,100
34,Asian Paints,201403,31/03/2014,19.39,9.36,0,5.69,52.79,12.76,100
34,Asian Paints,201503,31/03/2015,19.5,8.81,0,5.93,52.79,12.96,100
34,Asian Paints,201603,31/03/2016,19.4,9.05,0,5.7,52.79,13.05,100
34,Asian Paints,201703,31/03/2017,19.39,7.6,0.11,6.89,52.79,13.23,100
34,Asian Paints,201803,31/03/2018,16.35,11.76,0.09,6.02,52.79,12.98,100
34,Asian Paints,200112,31/12/2001,17.27,18.89,0,0.82,42.61,20.42,100
34,Asian Paints,200212,31/12/2002,20.97,15.26,0,1.06,42.6,20.12,100
34,Asian Paints,200312,31/12/2003,22.3,14.32,0,1.16,42.92,19.31,100
34,Asian Paints,200412,31/12/2004,21.89,16.07,0,1.02,42.86,18.16,100
34,Asian Paints,200512,31/12/2005,21.66,13.36,0,1.64,46.77,16.57,100
34,Asian Paints,200612,31/12/2006,21.81,11.81,0,2.41,47.81,16.16,100
34,Asian Paints,200712,31/12/2007,20.03,12.07,0,2.81,49.47,15.62,100
34,Asian Paints,200812,31/12/2008,16.3,13.43,0,5.66,49.99,14.63,100
34,Asian Paints,200912,31/12/2009,16.79,12.98,0,6.04,49.98,14.21,100
34,Asian Paints,201012,31/12/2010,16.35,11.39,0,6.25,52.33,13.68,100
34,Asian Paints,201112,31/12/2011,19.54,8.64,0,5.63,52.79,13.4,100
34,Asian Paints,201212,31/12/2012,20.14,8.55,0,5.69,52.79,12.83,100
34,Asian Paints,201312,31/12/2013,20.92,7.89,0,5.75,52.79,12.66,100
34,Asian Paints,201412,31/12/2014,18.67,9.86,0,5.93,52.79,12.75,100
34,Asian Paints,201512,31/12/2015,19.12,9.3,0,5.59,52.79,13.2,100
34,Asian Paints,201612,31/12/2016,19.38,7.57,0.11,6.82,52.79,13.33,100
34,Asian Paints,201712,31/12/2017,17.66,9.97,0.09,6.4,52.79,13.09,100
50,Bajaj Holdings,199907,17/07/1999,17.24,9.56,0,60.12,12.86,0.22,100
50,Bajaj Holdings,201101,21/01/2011,12.31,14.47,0,12.15,37.64,23.43,100
50,Bajaj Holdings,199608,24/08/1996,14.3,8.24,0,33.77,9.82,33.87,100
50,Bajaj Holdings,199807,25/07/1998,18.03,7.86,0,32.41,13.71,27.99,100
50,Bajaj Holdings,199707,26/07/1997,15.74,7.71,0,33.36,9.66,33.54,100
50,Bajaj Holdings,200106,30/06/2001,18.69,7.59,0,14.31,28.5,30.91,100
50,Bajaj Holdings,200206,30/06/2002,18.73,8.37,0,13.26,28.6,31.04,100
50,Bajaj Holdings,200306,30/06/2003,20.21,6.95,0,13.36,29.17,30.3,100
50,Bajaj Holdings,200406,30/06/2004,21.56,7.88,0,12.96,29.38,28.22,100
50,Bajaj Holdings,200506,30/06/2005,20.84,8.72,0,13.76,29.79,26.89,100
50,Bajaj Holdings,200606,30/06/2006,21.73,8.71,0,13.31,29.78,26.47,100
50,Bajaj Holdings,200706,30/06/2007,20.33,8.06,0,13.8,30.11,27.7,100
50,Bajaj Holdings,200806,30/06/2008,22.92,9.61,0,13.72,28.91,24.85,100
50,Bajaj Holdings,200906,30/06/2009,12.86,19.7,0,11.07,31.16,25.2,100
50,Bajaj Holdings,201006,30/06/2010,10.8,16.76,0,13.2,34.55,24.68,100
50,Bajaj Holdings,201106,30/06/2011,12.87,13.63,0,12.16,38.11,23.24,100
50,Bajaj Holdings,201206,30/06/2012,11.81,12.76,0,11.88,40.17,23.38,100
50,Bajaj Holdings,201306,30/06/2013,15.27,10.94,0,11.68,40.17,21.96,100
50,Bajaj Holdings,201406,30/06/2014,17.33,9.94,0,11.47,40.17,21.1,100
50,Bajaj Holdings,201506,30/06/2015,18.52,8.27,0,11.42,41.19,20.59,100
50,Bajaj Holdings,201606,30/06/2016,17.85,7.24,0,9.72,42.27,22.92,100
50,Bajaj Holdings,201706,30/06/2017,16.08,5.99,0,11.07,43.74,23.13,100
50,Bajaj Holdings,201806,30/06/2018,15.58,4.89,0,10.89,45.56,23.08,100
50,Bajaj Holdings,200109,30/09/2001,17.85,7.35,0,14.02,28.59,32.2,100
50,Bajaj Holdings,200209,30/09/2002,15.93,10.39,0,13.41,29.17,31.1,100
50,Bajaj Holdings,200309,30/09/2003,21.79,6.19,0,13.29,29.17,29.56,100
50,Bajaj Holdings,200409,30/09/2004,20.19,9.08,0,13.67,29.75,27.3,100
50,Bajaj Holdings,200509,30/09/2005,22.97,7.39,0,13.38,29.79,26.47,100
50,Bajaj Holdings,200609,30/09/2006,22.06,8.34,0,13.35,29.8,26.45,100
50,Bajaj Holdings,200709,30/09/2007,20.79,8.9,0,14.14,29.96,26.21,100
50,Bajaj Holdings,200809,30/09/2008,18.09,12.09,0,14,31.38,24.45,100
50,Bajaj Holdings,200909,30/09/2009,11.32,17.75,0,13.63,31.24,26.06,100
50,Bajaj Holdings,201009,30/09/2010,13.33,14.99,0,12.84,34.55,24.29,100
50,Bajaj Holdings,201109,30/09/2011,12.49,12.17,0,12.07,40.01,23.26,100
50,Bajaj Holdings,201209,30/09/2012,11.73,13.02,0,11.94,40.17,23.15,100
50,Bajaj Holdings,201309,30/09/2013,15.17,11.06,0,11.61,40.17,21.99,100
50,Bajaj Holdings,201409,30/09/2014,17.86,9.87,0,11.46,40.17,20.64,100
50,Bajaj Holdings,201509,30/09/2015,18.09,7.98,0,11.49,41.6,20.84,100
50,Bajaj Holdings,201609,30/09/2016,17.55,6.96,0,9.86,42.45,23.2,100
50,Bajaj Holdings,201709,30/09/2017,16.46,5.49,0,10.67,44.25,23.14,100
50,Bajaj Holdings,201809,30/09/2018,14.64,4.95,0,0,45.87,34.53,100
50,Bajaj Holdings,200003,31/03/2000,16.02,8.49,0,0,42.65,32.85,100
50,Bajaj Holdings,200103,31/03/2001,18.16,6.69,0,15.03,28.58,31.54,100
50,Bajaj Holdings,200203,31/03/2002,18.78,8.14,0,13.29,28.59,31.2,100
50,Bajaj Holdings,200303,31/03/2003,17.88,8.65,0,13.52,29.17,30.78,100
50,Bajaj Holdings,200403,31/03/2004,22.32,6.95,0,13.13,29.19,28.42,100
50,Bajaj Holdings,200503,31/03/2005,20.44,9.19,0,13.65,29.8,26.92,100
50,Bajaj Holdings,200603,31/03/2006,22.33,7.9,0,13.52,29.79,26.46,100
50,Bajaj Holdings,200703,31/03/2007,22.08,7.58,0,13.98,29.85,26.51,100
50,Bajaj Holdings,200803,31/03/2008,22.42,9.96,0,13.53,28.91,25.18,100
50,Bajaj Holdings,200903,31/03/2009,15.72,14.14,0,13.95,31.16,25.03,100
50,Bajaj Holdings,201003,31/03/2010,9.52,17.11,0,13.57,34.51,25.3,100
50,Bajaj Holdings,201103,31/03/2011,12.52,14.36,0,12.02,38.11,22.99,100
50,Bajaj Holdings,201203,31/03/2012,11.09,13.21,0,11.95,40.17,23.58,100
50,Bajaj Holdings,201303,31/03/2013,14.31,11.82,0,11.7,40.17,22,100
50,Bajaj Holdings,201403,31/03/2014,16.8,10.13,0,11.51,40.17,21.39,100
50,Bajaj Holdings,201503,31/03/2015,18.63,8.16,0,11.39,41.19,20.62,100
50,Bajaj Holdings,201603,31/03/2016,17.95,7.09,0,9.97,42.27,22.73,100
50,Bajaj Holdings,201703,31/03/2017,16.13,6.02,0,10.85,43.74,23.26,100
50,Bajaj Holdings,201803,31/03/2018,16.18,5.11,0,10.72,44.32,23.67,100
50,Bajaj Holdings,200112,31/12/2001,18.15,8.1,0,13.56,28.59,31.61,100
50,Bajaj Holdings,200212,31/12/2002,15.55,10.64,0,13.65,29.16,31,100
50,Bajaj Holdings,200312,31/12/2003,23.63,5.38,0,13.11,29.17,28.71,100
50,Bajaj Holdings,200412,31/12/2004,21.06,8.4,0,13.69,29.8,27.06,100
50,Bajaj Holdings,200512,31/12/2005,22.72,7.49,0,13.44,29.79,26.56,100
50,Bajaj Holdings,200612,31/12/2006,21.44,8.26,0,13.67,29.85,26.79,100
50,Bajaj Holdings,200712,31/12/2007,22.53,10.06,0,13.38,28.91,25.13,100
50,Bajaj Holdings,200812,31/12/2008,17.98,12.11,0,13.95,31.52,24.44,100
50,Bajaj Holdings,200912,31/12/2009,11.46,17.21,0,13.8,31.36,26.17,100
50,Bajaj Holdings,201012,31/12/2010,13.11,15.41,0,12.48,34.55,24.45,100
50,Bajaj Holdings,201112,31/12/2011,11.77,12.7,0,11.99,40.12,23.43,100
50,Bajaj Holdings,201212,31/12/2012,12.12,12.75,0,11.89,40.17,23.07,100
50,Bajaj Holdings,201312,31/12/2013,15.31,11.23,0,11.61,40.17,21.69,100
50,Bajaj Holdings,201412,31/12/2014,18.69,8.3,0,11.42,40.97,20.63,100
50,Bajaj Holdings,201512,31/12/2015,17.96,7.15,0,9.98,42.18,22.74,100
50,Bajaj Holdings,201612,31/12/2016,16.53,6.79,0,9.77,43.74,23.16,100
50,Bajaj Holdings,201712,31/12/2017,16.39,5.27,0,10.77,44.25,23.32,100
69,Bharat Forge,201710,03/10/2017,21.1,12.52,0.1,5.55,45.75,15,100
69,Bharat Forge,200106,30/06/2001,1.42,27.07,0,17.15,34.75,19.63,100
69,Bharat Forge,200206,30/06/2002,2.21,21.69,0,16.62,36.57,22.91,100
69,Bharat Forge,200306,30/06/2003,7.16,17.49,0,16.6,37.27,21.49,100
69,Bharat Forge,200406,30/06/2004,15.5,14.1,0,13.43,37.25,19.72,100
69,Bharat Forge,200506,30/06/2005,21.44,12.41,0,14.14,34.48,17.54,100
69,Bharat Forge,200606,30/06/2006,22.54,12.25,0,12.57,35.92,16.72,100
69,Bharat Forge,200706,30/06/2007,18.14,13.55,0,10.81,39.36,18.14,100
69,Bharat Forge,200806,30/06/2008,14.2,14.2,0,19.78,40.62,11.21,100
69,Bharat Forge,200906,30/06/2009,7.69,14.95,0,11.09,43.97,22.29,100
69,Bharat Forge,201006,30/06/2010,14.44,17.82,0,9.89,42.06,15.8,100
69,Bharat Forge,201106,30/06/2011,12.41,19.59,0,11,42.06,14.94,100
69,Bharat Forge,201206,30/06/2012,9.78,19.45,0,10.03,42.05,18.68,100
69,Bharat Forge,201306,30/06/2013,9.77,19.8,0,12.01,42.05,16.36,100
69,Bharat Forge,201406,30/06/2014,13.96,16.89,0,8.77,46.74,13.63,100
69,Bharat Forge,201506,30/06/2015,18.81,13.57,0,7.54,46.74,13.35,100
69,Bharat Forge,201606,30/06/2016,6.79,26.67,0,6.41,46.74,13.4,100
69,Bharat Forge,201706,30/06/2017,20.17,15.69,0.01,4.93,45.75,13.47,100
69,Bharat Forge,201806,30/06/2018,20.75,12.93,0.11,5.81,45.75,14.67,100
69,Bharat Forge,200109,30/09/2001,1.44,25.37,0,11.32,36.57,25.3,100
69,Bharat Forge,200209,30/09/2002,4.33,21.38,0,14.03,37.26,23,100
69,Bharat Forge,200309,30/09/2003,8.4,16.31,0,15.55,37.27,22.49,100
69,Bharat Forge,200409,30/09/2004,14.97,14.2,0,14.24,37.25,19.34,100
69,Bharat Forge,200509,30/09/2005,22.07,12.67,0,13.89,35.04,16.34,100
69,Bharat Forge,200609,30/09/2006,23.55,12.5,0,13.32,35.92,14.72,100
69,Bharat Forge,200709,30/09/2007,16.99,14.9,0,10.01,40.22,17.89,100
69,Bharat Forge,200809,30/09/2008,13.42,14.58,0,19.83,40.63,11.55,100
69,Bharat Forge,200909,30/09/2009,11.98,17.48,0,9.23,43.97,17.33,100
69,Bharat Forge,201009,30/09/2010,15.02,18.95,0,9.37,42.06,14.6,100
69,Bharat Forge,201109,30/09/2011,11.28,19.63,0,11.63,42.06,15.41,100
69,Bharat Forge,201209,30/09/2012,9.76,19.07,0,12.79,42.05,16.33,100
69,Bharat Forge,201309,30/09/2013,11.54,18.83,0,7.85,46.74,15.04,100
69,Bharat Forge,201409,30/09/2014,16.97,15.22,0,7.78,46.74,13.29,100
69,Bharat Forge,201509,30/09/2015,18.45,13.87,0,7.7,46.74,13.24,100
69,Bharat Forge,201609,30/09/2016,8.19,25.83,0,6.21,46.74,13.03,100
69,Bharat Forge,201709,30/09/2017,21.1,12.52,0.1,5.55,45.75,15,100
69,Bharat Forge,200103,31/03/2001,1.4,28.57,0,16.65,34.32,19.07,100
69,Bharat Forge,200203,31/03/2002,1.42,23.8,0,14.63,36.57,23.59,100
69,Bharat Forge,200303,31/03/2003,5.68,19.51,0,14.92,37.26,22.63,100
69,Bharat Forge,200403,31/03/2004,12.93,14.91,0,14.72,37.25,20.2,100
69,Bharat Forge,200503,31/03/2005,17.65,12.51,0,13.32,37.64,18.87,100
69,Bharat Forge,200603,31/03/2006,24.45,10.51,0,11.39,35.76,17.9,100
69,Bharat Forge,200703,31/03/2007,18.67,13.12,0,9.57,39.36,19.28,100
69,Bharat Forge,200803,31/03/2008,14.42,14.58,0,13.67,40.62,16.72,100
69,Bharat Forge,200903,31/03/2009,8.73,15.16,0,10.76,43.97,21.38,100
69,Bharat Forge,201003,31/03/2010,12.35,17.29,0,9.93,43.97,16.46,100
69,Bharat Forge,201103,31/03/2011,12.65,19.69,0,10.48,42.06,15.13,100
69,Bharat Forge,201203,31/03/2012,10.39,18.71,0,11.95,42.05,16.9,100
69,Bharat Forge,201303,31/03/2013,9.73,18.95,0,12.48,42.05,16.8,100
69,Bharat Forge,201403,31/03/2014,16.26,14.47,0,8.4,46.74,14.14,100
69,Bharat Forge,201503,31/03/2015,17.99,14.02,0,7.89,46.74,13.36,100
69,Bharat Forge,201603,31/03/2016,0.44,32.53,0,6.94,46.74,13.35,100
69,Bharat Forge,201703,31/03/2017,15.6,19.77,0,5.34,45.75,13.54,100
69,Bharat Forge,201803,31/03/2018,21.91,12.71,0.09,4.97,45.75,14.58,100
69,Bharat Forge,199608,31/08/1996,7.98,29.76,0,37.04,0.49,24.73,100
69,Bharat Forge,200112,31/12/2001,1.41,24.32,0,14.93,36.57,22.77,100
69,Bharat Forge,200212,31/12/2002,4.11,19.94,0,14.65,37.26,24.03,100
69,Bharat Forge,200312,31/12/2003,10.54,15.71,0,14.12,37.25,22.38,100
69,Bharat Forge,200412,31/12/2004,15.55,13.91,0,13.65,37.64,19.24,100
69,Bharat Forge,200512,31/12/2005,22.46,12.5,0,14.41,35.32,15.31,100
69,Bharat Forge,200612,31/12/2006,22.76,12.14,0,11.06,36.04,18,100
69,Bharat Forge,200712,31/12/2007,15.21,15.63,0,11.79,40.63,16.74,100
69,Bharat Forge,200812,31/12/2008,9.14,15.5,0,21.39,43.85,10.13,100
69,Bharat Forge,200912,31/12/2009,12.24,17.06,0,9.74,43.9,17.08,100
69,Bharat Forge,201012,31/12/2010,14.4,18.76,0,10.19,42.06,14.59,100
69,Bharat Forge,201112,31/12/2011,8.42,19.9,0,10.44,42.06,19.19,100
69,Bharat Forge,201212,31/12/2012,9.75,18.89,0,13.22,42.05,16.09,100
69,Bharat Forge,201312,31/12/2013,13.82,17.51,0,7.6,46.74,14.32,100
69,Bharat Forge,201412,31/12/2014,16.9,15.12,0,7.91,46.74,13.32,100
69,Bharat Forge,201512,31/12/2015,17.17,15.42,0,7.22,46.74,13.45,100
69,Bharat Forge,201612,31/12/2016,12.11,23.28,0,6.04,45.75,12.82,100
69,Bharat Forge,201712,31/12/2017,21.38,13.22,0.1,5.35,45.75,14.2,100
93,Britannia Inds.,199608,01/08/1996,44.81,27.22,0,2.59,3.86,21.52,100
93,Britannia Inds.,199808,12/08/1998,47.07,26.52,0,2.55,3.33,20.54,100
93,Britannia Inds.,199708,29/08/1997,45.41,27.97,0,1.95,3.58,21.09,100
93,Britannia Inds.,200106,30/06/2001,9.27,24.2,0,1.48,43.71,21.33,100
